style,colors,size,category,short_description,long_description,stringified_description,worn_image,basicimg,sale_status
CS950LS,Teal;Navy;Purple;Electric Blue,4;6;8;10;12;14;16;18;20;22;24;26;28;30,beauty;tunics;beauty & spa;aged care;nursing;dentistry;carers;veterinary;allied health;female;women;short sleeve;polyester;elastane;tops;easy stretch;daisy print;shirts;healthwear;shirting and tops;mix and match,Womens Florence Daisy Print Tunic,"{'sizes': '4 - 30.', 'fabric': ['94% Polyester 6% Elastane.'], 'features': ['A perfect blend of style, comfort and function.', 'The easy-care fabric is breathable, soft and lightweight; perfect for all climates.', 'Styles features longer hem lengths, hidden bust button on short sleeve style, side splits and pockets.']}","Sizes: 4 - 30.; Fabric: 94% Polyester 6% Elastane.; Features: A perfect blend of style, comfort and function.,The easy-care fabric is breathable, soft and lightweight; perfect for all climates.,Styles features longer hem lengths, hidden bust button on short sleeve style, side splits and pockets.; ",CS950LS_bProduct_Teal_02_XxDQXmx.jpg,CS950LS_bProduct_Teal_02_XxDQXmx.jpg;CS950LS_bProduct_Teal_01_DhmbYDm.jpg;CS950LS_bProduct_Navy_01_TGWSxQs.jpg;CS950LS_bProduct_Navy_02_Mz7emSo.jpg;CS950LS_Talent_Purple_01.jpg;CS950LS_bProduct_Purple_02_xsPPrUG.jpg;CS950LS_bProduct_Purple_01_jIgsMWT.jpg;CS950LS_bProduct_ElectricBlue_01_31UKsUl.jpg;CS950LS_bProduct_ElectricBlue_02_LUEQwEI.jpg,normal
CS952LS,Charcoal;Cherry;Purple;Black;Electric Blue;Mid Blue;Teal;Navy,XXS;XS;S;M;2XL;3XL;4XL;L;XL,medical;beauty;pharmaceutical;dentistry;early learning;t-tops;aged care;nursing;dentistry;carers;veterinary;allied health;female;women;short sleeve;polyester;elastane;tops;easy stretch;marley;shirting and tops;mix and match;plus size;shirts,Womens Marley Short Sleeve Jersey Top,"{'sizes': 'XXS - 4XL.', 'fabric': ['95% Polyester 5% Elastane.'], 'features': ['Our easy care Jersey T-Top is an essential piece in any working wardrobe.', 'The lightweight soft knit provides stretch and comfort without clinging to the body.', 'Designed to complement all silhouettes.']}","Sizes: XXS - 4XL.; Fabric: 95% Polyester 5% Elastane.; Features: Our easy care Jersey T-Top is an essential piece in any working wardrobe.,The lightweight soft knit provides stretch and comfort without clinging to the body.,Designed to complement all silhouettes.; ",CS952LS_bProduct_Charcoal_01_uSyFnbr.jpg,CS952LS_bProduct_Charcoal_01_uSyFnbr.jpg;CS952LS_bProduct_Charcoal_02_oHDnfwU.jpg;CS952LS_bProduct_Cherry_01_rLV2WOK.jpg;CS952LS_bProduct_Cherry_02_UKPTleB.jpg;CS952LS_bProduct_Purple_01_sc1LuwP.jpg;CS952LS_bProduct_Purple_02_3geFbK6.jpg;CS952LS_bProduct_Black_01_2YEDeQM.jpg;CS952LS_bProduct_Black_02_3fSm0M1.jpg;CS952LS_Talent_ElectricBlue_01.jpg;CS952LS_bProduct_ElectricBlue_02_N0Eggr5.jpg;CS952LS_bProduct_ElectricBlue_01_4mBQBeS.jpg;CS952LS_bProduct_MidBlue_01_SOfi0P4.jpg;CS952LS_bProduct_MidBlue_02_U4h11Ru.jpg;CS952LS_bProduct_Teal_01_Crpisrz.jpg;CS952LS_bProduct_Teal_02_43uZWPQ.jpg;CS952LS_bProduct_Navy_02_SSVRROE.jpg;CS952LS_bProduct_Navy_01_bly9NoR.jpg,normal
CSC245U,Sugar Land;Puppies;Cheeky Pets,FRE,medical;accessories;scrub cap;cotton;nursing;dentistry;veterinary;unisex;headwear;caps;healthwear;printed;scrub tops,Unisex Printed Scrub Cap,"{'sizes': 'One Size, fits head diameter of approx. 62cm, including bun tied below crown of head.', 'fabric': ['100% Cotton.'], 'features': ['Made from soft and breathable 100% cotton.', 'Featuring elastic back and tie, designed to stretch easily over buns.', 'Side buttons for your mask.']}","Sizes: One Size, fits head diameter of approx. 62cm, including bun tied below crown of head.; Fabric: 100% Cotton.; Features: Made from soft and breathable 100% cotton.,Featuring elastic back and tie, designed to stretch easily over buns.,Side buttons for your mask.; ",CSC245U_bProduct_SugarLand_01_MDybNUg.jpg,CSC245U_bProduct_SugarLand_01_MDybNUg.jpg;CSC245U_bProduct_SugarLand_02_jERC6tO.jpg;CSC245U_bProduct_Puppies_01_vJTPLiC.jpg;CSC245U_bProduct_Puppies_02_r98OVPM.jpg;CSC245U_Talent_CheekyPets_01.jpg;CSC245U_bProduct_CheekyPets_02_6kY661N.jpg;CSC245U_bProduct_CheekyPets_01_Z7EeaeL.jpg,normal
CSC246U,Pink,FRE,accessories;scrub cap;cotton;nursing;dentistry;veterinary;unisex;headwear;caps;pink;pink products;healthwear;printed;scrub tops,Unisex Pink Printed Scrub Cap,"{'sizes': 'One size.', 'fabric': ['100% Cotton.'], 'features': ['Made from soft and breathable 100% cotton.', 'Featuring elastic back and tie, designed to stretch easily over buns.', 'Side buttons for your mask.', 'With each unit sold, Biz Care will donate $2 to National Breast Cancer Foundation.']}","Sizes: One size.; Fabric: 100% Cotton.; Features: Made from soft and breathable 100% cotton.,Featuring elastic back and tie, designed to stretch easily over buns.,Side buttons for your mask.,With each unit sold, Biz Care will donate $2 to National Breast Cancer Foundation.; ",CSC246U_Product_Pink_01.jpg,CSC246U_Product_Pink_01.jpg,normal
CSC249U,Black;Midnight Navy,FRE,medical;accessories;scrub cap;cotton;polyester;nursing;dentistry;veterinary;unisex;headwear;caps;healthwear;scrub tops,Unisex Reversible Scrub Cap,"{'sizes': 'One Size, fits head diameter of approx. 62cm, including bun tied below crown of head.', 'fabric': ['60% Cotton, 40% Polyester with antibacterial protection.'], 'features': ['Reversible scrub caps, perfect for industrial laundering.', 'Made from cotton blend fabric with antibacterial protection.', 'Featuring elastic back and tie, designed to stretch easily over buns.']}","Sizes: One Size, fits head diameter of approx. 62cm, including bun tied below crown of head.; Fabric: 60% Cotton, 40% Polyester with antibacterial protection.; Features: Reversible scrub caps, perfect for industrial laundering.,Made from cotton blend fabric with antibacterial protection.,Featuring elastic back and tie, designed to stretch easily over buns.; ",CSC249U_Talent_Black_01.jpg,CSC249U_Talent_Black_01.jpg;CSC249U_bProduct_Black_02_lmx9aiN.jpg;CSC249U_bProduct_Black_01_dpzp9ys.jpg;CSC249U_bProduct_MidnightNavy_01_0cyYD5e.jpg;CSC249U_bProduct_MidnightNavy_02_F5WPw8Z.jpg,normal
CSP042LL,Midnight Navy;Electric Blue;Black,XXS;XS;S;M;L;XL;2XL;3XL,medical;scrub pants;scrubs;female;cotton;polyester;aged care;allied health;nursing;dentistry;carers;veterinary;healthwear;scrub pant;riley,Womens Riley Slim Leg Jogger Scrub Pant,"{'sizes': 'XXS - 3XL.', 'fabric': ['Main: 52% Cotton 45% Polyester 3% Elastane.', 'Stretch panels: 88% Polyester 12% Elastane with antibacterial treatment.'], 'features': ['Inspired by athleisure and expertly designed to take you through the longest of shifts in comfort.', 'Cotton-rich fabric that feels incredibly soft against the skin, but durable enough for the demands of healthcare.']}","Sizes: XXS - 3XL.; Fabric: Main: 52% Cotton 45% Polyester 3% Elastane.,Stretch panels: 88% Polyester 12% Elastane with antibacterial treatment.; Features: Inspired by athleisure and expertly designed to take you through the longest of shifts in comfort.,Cotton-rich fabric that feels incredibly soft against the skin, but durable enough for the demands of healthcare.; ",CSP042LL_Talent_MidnightNavy_01.jpg,CSP042LL_Talent_MidnightNavy_01.jpg;CSP042LL_bProduct_MidnightNavy_02_0UGzNTF.jpg;CSP042LL_bProduct_MidnightNavy_01_Z5H1hRF.jpg;CSP042LL_bProduct_ElectricBlue_01_VYT9rR4.jpg;CSP042LL_bProduct_ElectricBlue_02_w5j9fVt.jpg;CSP042LL_bProduct_Black_01_jmTL7XC.jpg;CSP042LL_bProduct_Black_02_LvM1MGE.jpg,normal
CSP042ML,Electric Blue;Midnight Navy;Black,XS;S;M;L;XL;2XL;3XL;4XL;5XL,medical;scrub pants;scrubs;male;mens;cotton;polyester;elastane;aged care;allied health;nursing;dentistry;carers;veterinary;healthwear;scrub pant;riley,Mens Riley Slim Leg Jogger Scrub Pant,"{'sizes': 'XS - 5XL.', 'fabric': ['Main: 52% Cotton 45% Polyester 3% Elastane.', 'Stretch panels: 88% Polyester 12% Elastane with antibacterial treatment.'], 'features': ['Inspired by athleisure and expertly designed to take you through the longest of shifts in comfort.', 'Cotton-rich fabric that feels incredibly soft against the skin, but durable enough for the demands of healthcare.']}","Sizes: XS - 5XL.; Fabric: Main: 52% Cotton 45% Polyester 3% Elastane.,Stretch panels: 88% Polyester 12% Elastane with antibacterial treatment.; Features: Inspired by athleisure and expertly designed to take you through the longest of shifts in comfort.,Cotton-rich fabric that feels incredibly soft against the skin, but durable enough for the demands of healthcare.; ",CSP042ML_bProduct_ElectricBlue_01_1Ijzc2F.jpg,CSP042ML_bProduct_ElectricBlue_01_1Ijzc2F.jpg;CSP042ML_bProduct_ElectricBlue_02_zJYBCfI.jpg;CSP042ML_Talent_MidnightNavy_06.jpg;CSP042ML_bProduct_MidnightNavy_02_axGZoJR.jpg;CSP042ML_bProduct_MidnightNavy_01_9MyQ42I.jpg;CSP042ML_bProduct_Black_02_6kr092S.jpg;CSP042ML_bProduct_Black_01_xFT4ZXX.jpg,normal
CSP047LL,Midnight Navy;Purple;Teal;Black;Electric Blue,XXS;XS;S;M;L;XL;2XL;3XL,medical;female;scrubs;scrub pants;cotton;polyester;aged care;allied health;nursing;dentistry;carers;veterinary;healthwear;scrub pant;riley,Womens Riley Straight Leg Scrub Pant,"{'sizes': 'XXS - 3XL.', 'fabric': ['Main: 52% Cotton 45% Polyester 3% Elastane.', 'Stretch panels: 88% Polyester 12% Elastane with antibacterial treatment.'], 'features': ['Inspired by athleisure and expertly designed to take you through the longest of shifts in comfort.', 'Cotton-rich fabric that feels incredibly soft against the skin, but durable enough for the demands of healthcare.']}","Sizes: XXS - 3XL.; Fabric: Main: 52% Cotton 45% Polyester 3% Elastane.,Stretch panels: 88% Polyester 12% Elastane with antibacterial treatment.; Features: Inspired by athleisure and expertly designed to take you through the longest of shifts in comfort.,Cotton-rich fabric that feels incredibly soft against the skin, but durable enough for the demands of healthcare.; ",CSP047LL_bProduct_MidnightNavy_01_KXcNtyb.jpg,CSP047LL_bProduct_MidnightNavy_01_KXcNtyb.jpg;CSP047LL_bProduct_MidnightNavy_02_BVZXRsi.jpg;CSP047LL_bProduct_Purple_01_fKyHOIW.jpg;CSP047LL_bProduct_Purple_02_l3tWor3.jpg;CSP047LL_bProduct_Teal_01_anpYDGN.jpg;CSP047LL_bProduct_Teal_02_aepsJud.jpg;CSP047LL_bProduct_Black_02_6vhIRoX.jpg;CSP047LL_bProduct_Black_01_FCpcmpq.jpg;CSP047LL_Talent_ElectricBlue_01.jpg;CSP047LL_bProduct_ElectricBlue_02_CDA4PiQ.jpg;CSP047LL_bProduct_ElectricBlue_01_5zm9W7n.jpg,normal
CSP047ML,Electric Blue;Purple;Teal;Midnight Navy;Black,XS;S;M;L;XL;2XL;5XL;3XL;4XL,medical;scrub pants;scrubs;male;cotton;polyester;elastane;aged care;allied health;nursing;dentistry;carers;veterinary;healthwear;scrub pant;riley,Mens Riley Straight Leg Scrub Pant,"{'sizes': 'XS - 5XL.', 'fabric': ['Main: 52% Cotton 45% Polyester 3% Elastane.', 'Stretch panels: 88% Polyester 12% Elastane with antibacterial treatment.'], 'features': ['Inspired by athleisure and expertly designed to take you through the longest of shifts in comfort.', 'Cotton-rich fabric that feels incredibly soft against the skin, but durable enough for the demands of healthcare.']}","Sizes: XS - 5XL.; Fabric: Main: 52% Cotton 45% Polyester 3% Elastane.,Stretch panels: 88% Polyester 12% Elastane with antibacterial treatment.; Features: Inspired by athleisure and expertly designed to take you through the longest of shifts in comfort.,Cotton-rich fabric that feels incredibly soft against the skin, but durable enough for the demands of healthcare.; ",CSP047ML_bProduct_ElectricBlue_01_aGFDAD7.jpg,CSP047ML_bProduct_ElectricBlue_01_aGFDAD7.jpg;CSP047ML_bProduct_ElectricBlue_02_zISiXeK.jpg;CSP047ML_Talent_Purple_01.jpg;CSP047ML_bProduct_Purple_02_lYNsIWa.jpg;CSP047ML_bProduct_Purple_01_MjsQOTj.jpg;CSP047ML_bProduct_Teal_01_sBe5n5B.jpg;CSP047ML_bProduct_Teal_02_y1Gb9f5.jpg;CSP047ML_bProduct_MidnightNavy_01_9Qidjkl.jpg;CSP047ML_bProduct_MidnightNavy_02_NQiyzQg.jpg;CSP047ML_bProduct_Black_01_1NwY5VK.jpg;CSP047ML_bProduct_Black_02_aubdZmx.jpg,normal
CSP102UL,Pink,2XL;3XL;4XL;5XL;6XL;M;S;XL;XXS;L;XS,scrub pants;scrubs;unisex;Polyester;elastane;aged care;allied health;nursing;dentistry;carers;veterinary;healthwear;pink;pink products;scrub pant,Unisex Pink Scrub Pant,"{'sizes': 'XXS-6XL.', 'fabric': ['96% Polyester 4% Elastane.'], 'features': ['PINK scrubs are made from our most popular fabric AVERY. Soft, durable and more comfortable than your favourite pair of pyjamas.', 'Designed with attention to detail; functional, responsive, easy-care and durable.', 'Style features: cargo style patch pocket on right side leg, side seam pockets, back patch pocket, 5cm hem allowance, elasticated waist with internal draw string.', 'Style is designed to be a unisex fit, we recommend you size down for a more fitted look.', 'With each unit  sold, Biz Care will donate $5 to National Breast Cancer Foundation.']}","Sizes: XXS-6XL.; Fabric: 96% Polyester 4% Elastane.; Features: PINK scrubs are made from our most popular fabric AVERY. Soft, durable and more comfortable than your favourite pair of pyjamas.,Designed with attention to detail; functional, responsive, easy-care and durable.,Style features: cargo style patch pocket on right side leg, side seam pockets, back patch pocket, 5cm hem allowance, elasticated waist with internal draw string.,Style is designed to be a unisex fit, we recommend you size down for a more fitted look.,With each unit  sold, Biz Care will donate $5 to National Breast Cancer Foundation.; ",CSP102UL_Product_Pink_02.jpg,CSP102UL_Product_Pink_02.jpg;CSP102UL_Product_Pink_01.jpg,normal
CSP143LL,Black;Charcoal;Midnight Navy;Royal,2XL;3XL;5XL;L;M;S;XL;XXS;XS,scrubs;scrub pants;aged care;allied health;nursing;dentistry;carers;veterinary;cotton;polyester;health;healthwear;scrub pant;tokyo,Womens Tokyo Scrub Pant,"{'sizes': 'XXS - 3XL, 5XL.', 'fabric': ['60% Cotton 40% Polyester with antibacterial treatment.'], 'features': ['Straight leg scrub pant with cargo style pockets for all your tools.', 'Side pockets.', 'Full elastic waist band and draw string.', 'Slightly tapered leg to eliminate that boxy wide leg pant look.']}","Sizes: XXS - 3XL, 5XL.; Fabric: 60% Cotton 40% Polyester with antibacterial treatment.; Features: Straight leg scrub pant with cargo style pockets for all your tools.,Side pockets.,Full elastic waist band and draw string.,Slightly tapered leg to eliminate that boxy wide leg pant look.; ",CSP143LL_bProduct_Black_01_nRDmqN6.jpg,CSP143LL_bProduct_Black_01_nRDmqN6.jpg;CSP143LL_bProduct_Black_02_wtYRSo6.jpg;CSP143LL_Talent_Charcoal_01.jpg;CSP143LL_bProduct_Charcoal_02_vd3DC2H.jpg;CSP143LL_bProduct_Charcoal_01_OYzrcaX.jpg;CSP143LL_bProduct_MidnightNavy_01_2padGOj.jpg;CSP143LL_bProduct_MidnightNavy_02_3b7xv33.jpg;CSP143LL_bProduct_Royal_01_9LI9BGr.jpg;CSP143LL_bProduct_Royal_02_wfJlUHP.jpg,normal
CSP143ML,Charcoal;Midnight Navy;Black;Royal,2XL;3XL;5XL;L;M;S;XL;XS;XXS,scrubs;scrub pants;aged care;allied health;nursing;dentistry;carers;veterinary;cotton;polyester;health;healthwear;scrub pant;tokyo,Mens Tokyo Scrub Pant,"{'sizes': 'XXS - 3XL, 5XL.', 'fabric': ['60% Cotton 40% Polyester with antibacterial treatment.'], 'features': ['Straight leg scrub pant with cargo style pockets for all your tools.', 'Side pockets.', 'Full elastic waist band and draw string.', 'Slightly tapered leg to eliminate that boxy wide leg pant look.']}","Sizes: XXS - 3XL, 5XL.; Fabric: 60% Cotton 40% Polyester with antibacterial treatment.; Features: Straight leg scrub pant with cargo style pockets for all your tools.,Side pockets.,Full elastic waist band and draw string.,Slightly tapered leg to eliminate that boxy wide leg pant look.; ",CSP143ML_bProduct_Charcoal_01_UsM2IEx.jpg,CSP143ML_bProduct_Charcoal_01_UsM2IEx.jpg;CSP143ML_bProduct_Charcoal_02_jowR1PA.jpg;CSP143ML_bProduct_MidnightNavy_02_HolwAcn.jpg;CSP143ML_bProduct_MidnightNavy_01_sbkOXYP.jpg;CSP143ML_bProduct_Black_01_1UhUL6s.jpg;CSP143ML_bProduct_Black_02_Lcu6wl2.jpg;CSP143ML_Talent_Royal_02.jpg;CSP143ML_bProduct_Royal_02_osVhHnu.jpg;CSP143ML_bProduct_Royal_01_Hd5Z90q.jpg,normal
CSP151UL,Midnight Navy;Dark Blue;Black,2XL;3XL;4XL;5XL;L;M;S;XL;XS;XXS;6XL,scrubs;scrub pants;aged care;allied health;nursing;dentistry;carers;veterinary;cotton;polyester;health;healthwear;scrub pant;hartwell,Unisex Hartwell Reversible Scrub Pant,"{'sizes': 'XXS – 5XL (6XL available in Dark Blue only).', 'fabric': ['65% Polyester 35% Cotton.'], 'features': ['Unisex reversible scrubs specifically designed for commercial laundromats.', 'Chest pocket and back pant pocket on both sides of the garment.', 'Colour coded size pips and RFID chip placement suitability.', 'All trims and fabric suitable for most industrial washing processes.']}","Sizes: XXS  5XL (6XL available in Dark Blue only).; Fabric: 65% Polyester 35% Cotton.; Features: Unisex reversible scrubs specifically designed for commercial laundromats.,Chest pocket and back pant pocket on both sides of the garment.,Colour coded size pips and RFID chip placement suitability.,All trims and fabric suitable for most industrial washing processes.; ",CSP151UL_Talent_MidnightNavy_02.jpg,CSP151UL_Talent_MidnightNavy_02.jpg;CSP151UL_bProduct_MidnightNavy_02_bwcIBj2.jpg;CSP151UL_bProduct_MidnightNavy_03_ouv5WAD.jpg;CSP151UL_bProduct_MidnightNavy_01_DGJag8B.jpg;CSP151UL_bProduct_DarkBlue_01_MPRTBCd.jpg;CSP151UL_bProduct_DarkBlue_02_3ckC9ny.jpg;CSP151UL_bProduct_DarkBlue_03_PKM1JZ7.jpg;CSP151UL_bProduct_Black_01_bd6vysL.jpg;CSP151UL_bProduct_Black_03_9ANxmKD.jpg;CSP151UL_bProduct_Black_02_MBx8Wsi.jpg,normal
CSP241LL,Pink,2XL;3XL;L;M;S;XS;XXS;XL,scrubs;scrub pants;Polyester;aged care;allied health;nursing;dentistry;carers;veterinary;pink;pink products;female;healthwear;scrub pant,Womens Pink Jogger Scrub Pant,"{'sizes': 'XXS – 3XL', 'fabric': ['77% Recycled Polyester 19% Viscose 4% Elastane', 'Conscious product choice, with 77% made from post-consumer recycled polyester. This includes recycled plastic bottles, used clothing, and other polyester materials collected from waste or landfills.', 'Easy-care, wash and wear performance fabric for the most demanding of environments.', 'Suitable for warmer climates.', 'Soft against the skin - camisoles/t-shirts underneath is not required.'], 'features': ['Modern jogger pant style, with dyed to match cuff trim', 'Internal draw cord in light pink', '2 Waist side pockets, 1 back pocket, 1 cargo pocket', 'Pink Ribbon embroidery on cargo pocket', 'Cut the pink ribbon on the drawcord, and use the safety pin attached to the swing ticket to create a ribbon pin for another piece of clothing or even for your work bag']}","Sizes: XXS  3XL; Fabric: 77% Recycled Polyester 19% Viscose 4% Elastane,Conscious product choice, with 77% made from post-consumer recycled polyester. This includes recycled plastic bottles, used clothing, and other polyester materials collected from waste or landfills.,Easy-care, wash and wear performance fabric for the most demanding of environments.,Suitable for warmer climates.,Soft against the skin - camisoles/t-shirts underneath is not required.; Features: Modern jogger pant style, with dyed to match cuff trim,Internal draw cord in light pink,2 Waist side pockets, 1 back pocket, 1 cargo pocket,Pink Ribbon embroidery on cargo pocket,Cut the pink ribbon on the drawcord, and use the safety pin attached to the swing ticket to create a ribbon pin for another piece of clothing or even for your work bag; ",CSP241LL_Product_Pink_02.jpg,CSP241LL_Product_Pink_02.jpg;CSP241LL_Product_Pink_01.jpg;CSP241LL_Talent_Pink_02_hp55NvA.jpg,normal
CSP244LL,Midnight Navy;Black,2XL;3XL;L;M;S;XL;XS,medical;beauty;pharmaceutical;scrubs;scrub pants;maternity;cotton;polyester;aged care;allied health;nursing;dentistry;carers;veterinary;female;scrub maternity;healthwear;scrub pant;rose;plus size,Womens Rose Maternity Scrub Pant,"{'sizes': 'XS - 3XL.', 'fabric': ['Main: 52% Cotton 45% Polyester 3% Elastane with SILVERPLUS® antibacterial treatment.', 'Stretch panels: 1x1 Rib - 93% Cotton 7% Elastane with SILVERPLUS® antibacterial treatment.'], 'features': ['Cotton-rich fabric that feels incredibly soft against the skin, but durable enough for the demands of healthcare.', 'With added antibacterial protection and stretch.']}","Sizes: XS - 3XL.; Fabric: Main: 52% Cotton 45% Polyester 3% Elastane with SILVERPLUS antibacterial treatment.,Stretch panels: 1x1 Rib - 93% Cotton 7% Elastane with SILVERPLUS antibacterial treatment.; Features: Cotton-rich fabric that feels incredibly soft against the skin, but durable enough for the demands of healthcare.,With added antibacterial protection and stretch.; ",CSP244LL_Talent_MidnightNavy_01_4auDWV1.jpg,CSP244LL_Talent_MidnightNavy_01_4auDWV1.jpg;CSP244LL_bProduct_MidnightNavy_02_kV4Bo3v.jpg;CSP244LL_bProduct_MidnightNavy_01_dIm9Yns.jpg;CSP244LL_bProduct_Black_01_PFqweIy.jpg;CSP244LL_bProduct_Black_02_E91rkk8.jpg,normal
CSP943LL,Teal;Black;Midnight Navy;Navy;Electric Blue;Charcoal;Burgundy,2XL;3XL;L;M;S;XL;XS;XXS,medical;scrub pants;aged care;nursing;dentistry;carers;veterinary;allied health;female;women;polyester;elastane;scrubs;healthwear;scrub pant;avery,Womens Avery Slim Leg Scrub Pant,"{'sizes': 'XXS - 3XL.', 'fabric': ['96% Polyester 4% Elastane.'], 'features': ['Avery scrubs are anything but your typical pair of scrubs!', 'Soft, durable and more comfortable than your favourite pair of pajamas.', 'Designed with attention to detail; functional, responsive, easy-care and durable.']}","Sizes: XXS - 3XL.; Fabric: 96% Polyester 4% Elastane.; Features: Avery scrubs are anything but your typical pair of scrubs!,Soft, durable and more comfortable than your favourite pair of pajamas.,Designed with attention to detail; functional, responsive, easy-care and durable.; ",CSP943LL_bProduct_Teal_01_WTg4Vsx.jpg,CSP943LL_bProduct_Teal_01_WTg4Vsx.jpg;CSP943LL_bProduct_Teal_02_otti7OI.jpg;CSP943LL_bProduct_Black_01_8YlHhOw.jpg;CSP943LL_bProduct_Black_02_OzhPhxf.jpg;CSP943LL_bProduct_MidnightNavy_01_Yl2Z9NU.jpg;CSP943LL_bProduct_MidnightNavy_02_6ykYk6A.jpg;CSP943LL_Talent_Navy_04.jpg;CSP943LL_bProduct_Navy_02_qHop3oX.jpg;CSP943LL_bProduct_Navy_01_hnQqcaC.jpg;CSP943LL_bProduct_ElectricBlue_01_B7Qmv2J.jpg;CSP943LL_bProduct_ElectricBlue_02_sEBZL6T.jpg;CSP943LL_bProduct_Charcoal_01_t2ZXUDq.jpg;CSP943LL_bProduct_Charcoal_02_haqnAT4.jpg;CSP943LL_bProduct_Burgundy_01_yuBj4BR.jpg;CSP943LL_bProduct_Burgundy_02_Zt307FF.jpg,normal
CSP944LL,Navy;Teal;Charcoal;Black;Burgundy;Electric Blue;Midnight Navy,S;M;L;XL;2XL;4XL;5XL;3XL,medical;scrub pants;aged care;nursing;dentistry;carers;veterinary;allied health;female;women;polyester;elastane;scrubs;healthwear;scrub pant;avery,Womens Avery Straight Leg Scrub Pant,"{'sizes': 'S - 5XL.', 'fabric': ['96% Polyester 4% Elastane.'], 'features': ['Avery scrubs are anything but your typical pair of scrubs!', 'Soft, durable and more comfortable than your favourite pair of pajamas.', 'Designed with attention to detail; functional, responsive, easy-care and durable.']}","Sizes: S - 5XL.; Fabric: 96% Polyester 4% Elastane.; Features: Avery scrubs are anything but your typical pair of scrubs!,Soft, durable and more comfortable than your favourite pair of pajamas.,Designed with attention to detail; functional, responsive, easy-care and durable.; ",CSP944LL_Talent_Navy_01.jpg,CSP944LL_Talent_Navy_01.jpg;CSP944LL_bProduct_Navy_02_gUBBhER.jpg;CSP944LL_bProduct_Navy_01_j0cYr3S.jpg;CSP944LL_bProduct_Teal_01_eaTOXRy.jpg;CSP944LL_bProduct_Teal_02_pWdr9RE.jpg;CSP944LL_bProduct_Charcoal_01_AJDJC2S.jpg;CSP944LL_bProduct_Charcoal_02_IDk9cOl.jpg;CSP944LL_bProduct_Black_01_wGPvpui.jpg;CSP944LL_bProduct_Black_02_TomD0Y5.jpg;CSP944LL_bProduct_Burgundy_01_dBN2P8V.jpg;CSP944LL_bProduct_Burgundy_02_y8m8UYk.jpg;CSP944LL_bProduct_ElectricBlue_01_KKoXqKc.jpg;CSP944LL_bProduct_ElectricBlue_02_JokUMQa.jpg;CSP944LL_bProduct_MidnightNavy_01_spjJz62.jpg;CSP944LL_bProduct_MidnightNavy_02_rGRBalf.jpg,normal
CSP946ML,Black;Teal;Charcoal;Electric Blue;Navy;Midnight Navy;Burgundy,2XL;3XL;4XL;5XL;L;M;S;XL;XS,medical;scrubs;scrub pants;aged care;nursing;dentistry;carers;veterinary;allied health;male;polyester;elastane;healthwear;scrub pant;avery,Mens Avery Straight Leg Scrub Pant,"{'sizes': 'XS - 5XL.', 'fabric': ['96% Polyester 4% Elastane.'], 'features': ['Avery scrubs are anything but your typical pair of scrubs!', 'Soft, durable and more comfortable than your favourite pair of pajamas.', 'Designed with attention to detail; functional, responsive, easy-care and durable.']}","Sizes: XS - 5XL.; Fabric: 96% Polyester 4% Elastane.; Features: Avery scrubs are anything but your typical pair of scrubs!,Soft, durable and more comfortable than your favourite pair of pajamas.,Designed with attention to detail; functional, responsive, easy-care and durable.; ",CSP946ML_bProduct_Black_01_HBO49so.jpg,CSP946ML_bProduct_Black_01_HBO49so.jpg;CSP946ML_bProduct_Black_02_r7EzC80.jpg;CSP946ML_bProduct_Teal_01_qMvlNME.jpg;CSP946ML_bProduct_Teal_02_kMWYz7e.jpg;CSP946ML_bProduct_Charcoal_02_H0aPMCL.jpg;CSP946ML_bProduct_Charcoal_01_k93HReO.jpg;CSP946ML_Talent_ElectricBlue_02.jpg;CSP946ML_bProduct_ElectricBlue_02_RxsU0W2.jpg;CSP946ML_bProduct_ElectricBlue_01_Fu81k7N.jpg;CSP946ML_bProduct_Navy_01_J418Bw4.jpg;CSP946ML_bProduct_Navy_02_xnsMuqH.jpg;CSP946ML_bProduct_MidnightNavy_01_LGmLZf3.jpg;CSP946ML_bProduct_MidnightNavy_02_PMyCfZO.jpg;CSP946ML_bProduct_Burgundy_02_yQ7yU2A.jpg;CSP946ML_bProduct_Burgundy_01_3utrfB1.jpg,normal
