style,colors,size,category,short_description,long_description,stringified_description,worn_image,basicimg,sale_status
CST043LS,Teal;Purple;Black;Midnight Navy;Electric Blue,XXS;XS;S;M;L;XL;2XL;3XL,medical;short sleeve;female;womens;scrubs;scrub tops;cotton;polyester;aged care;allied health;nursing;dentistry;carers;veterinary;healthwear;scrub top;riley,Womens Riley Stretch Scrub Top,"{'sizes': 'XXS - 3XL.', 'fabric': ['Main: 52% Cotton 45% Polyester 3% Elastane.', 'Stretch panels: 88% Polyester 12% Elastane with antibacterial treatment.'], 'features': ['Inspired by athleisure and expertly designed to take you through the longest of shifts in comfort.', 'Cotton-rich fabric that feels incredibly soft against the skin, but durable enough for the demands of healthcare.']}","Sizes: XXS - 3XL.; Fabric: Main: 52% Cotton 45% Polyester 3% Elastane.,Stretch panels: 88% Polyester 12% Elastane with antibacterial treatment.; Features: Inspired by athleisure and expertly designed to take you through the longest of shifts in comfort.,Cotton-rich fabric that feels incredibly soft against the skin, but durable enough for the demands of healthcare.; ",CST043LS_bProduct_Teal_01_fHHFBLa.jpg,CST043LS_bProduct_Teal_01_fHHFBLa.jpg;CST043LS_bProduct_Teal_02_SWKoroL.jpg;CST043LS_bProduct_Purple_01_KiJZVsC.jpg;CST043LS_bProduct_Purple_02_AaLUeld.jpg;CST043LS_bProduct_Black_01_ktehRxk.jpg;CST043LS_bProduct_Black_02_yiZkYEA.jpg;CST043LS_Talent_MidnightNavy_06.jpg;CST043LS_bProduct_MidnightNavy_02_8k2fi3F.jpg;CST043LS_bProduct_MidnightNavy_01_V0nFeOM.jpg;CST043LS_bProduct_ElectricBlue_01_oEQO8fP.jpg;CST043LS_bProduct_ElectricBlue_02_5oVq8c6.jpg,normal
CST043MS,Electric Blue;Purple;Teal;Midnight Navy;Black,XS;M;L;XL;2XL;3XL;4XL;5XL;S,medical;scrub tops;short sleeve;male;mens;scrubs;cotton;polyester;elastane;aged care;allied health;nursing;dentistry;carers;veterinary;healthwear;scrub top;riley,Mens Riley Stretch Scrub Top,"{'sizes': 'XS - 5XL.', 'fabric': ['Main: 52% Cotton 45% Polyester 3% Elastane.', 'Stretch panels: 88% Polyester 12% Elastane with antibacterial treatment.'], 'features': ['Inspired by athleisure and expertly designed to take you through the longest of shifts in comfort.', 'Cotton-rich fabric that feels incredibly soft against the skin, but durable enough for the demands of healthcare.']}","Sizes: XS - 5XL.; Fabric: Main: 52% Cotton 45% Polyester 3% Elastane.,Stretch panels: 88% Polyester 12% Elastane with antibacterial treatment.; Features: Inspired by athleisure and expertly designed to take you through the longest of shifts in comfort.,Cotton-rich fabric that feels incredibly soft against the skin, but durable enough for the demands of healthcare.; ",CST043MS_bProduct_ElectricBlue_01_KLNUGNe.jpg,CST043MS_bProduct_ElectricBlue_01_KLNUGNe.jpg;CST043MS_bProduct_ElectricBlue_02_RABRRCO.jpg;CST043MS_bProduct_Purple_01_t8gs8jn.jpg;CST043MS_bProduct_Purple_02_7Gxj5gi.jpg;CST043MS_bProduct_Teal_01_UkwAQAL.jpg;CST043MS_bProduct_Teal_02_pA7haTu.jpg;CST043MS_Talent_MidnightNavy_04.jpg;CST043MS_bProduct_MidnightNavy_02_7ePqR8u.jpg;CST043MS_bProduct_MidnightNavy_01_FUrmsZB.jpg;CST043MS_bProduct_Black_01_CTPU8lK.jpg;CST043MS_bProduct_Black_02_0geNKBm.jpg,normal
CST141LS,Midnight Navy;Charcoal;Royal;Black,2XL;3XL;5XL;L;M;S;XL;XS;XXS,scrubs;scrub tops;aged care;allied health;nursing;dentistry;carers;veterinary;cotton;polyester;health;healthwear;scrub top;tokyo,Womens Tokyo Scrub Top,"{'sizes': 'XXS - 3XL, 5XL.', 'fabric': ['60% Cotton 40% Polyester with antibacterial treatment.'], 'features': ['A Cotton rich scrub range that is perfect for every body, every function, every day.', 'Treated with SILVERPLUS®, an antimicrobial technology that provides body odour control.', 'Multiple pockets located on the scrub top and  ID badge loop on left side shoulder seam.', 'Traditional V-neck scrub top style in a slightly tailored fit.']}","Sizes: XXS - 3XL, 5XL.; Fabric: 60% Cotton 40% Polyester with antibacterial treatment.; Features: A Cotton rich scrub range that is perfect for every body, every function, every day.,Treated with SILVERPLUS, an antimicrobial technology that provides body odour control.,Multiple pockets located on the scrub top and  ID badge loop on left side shoulder seam.,Traditional V-neck scrub top style in a slightly tailored fit.; ",CST141LS_Talent_MidnightNavy_01.jpg,CST141LS_Talent_MidnightNavy_01.jpg;CST141LS_bProduct_MidnightNavy_02_zByVF96.jpg;CST141LS_bProduct_MidnightNavy_01_vNowzZ7.jpg;CST141LS_bProduct_Charcoal_01_sqIrv6E.jpg;CST141LS_bProduct_Charcoal_02_CQfX6SV.jpg;CST141LS_bProduct_Royal_01_Uid9xWw.jpg;CST141LS_bProduct_Royal_02_svaqohs.jpg;CST141LS_bProduct_Black_01_05qjX8X.jpg;CST141LS_bProduct_Black_02_63STxUh.jpg,normal
CST141MS,Midnight Navy;Black;Royal;Charcoal,2XL;3XL;5XL;L;M;S;XL;XS;XXS,scrubs;scrub tops;aged care;allied health;nursing;dentistry;carers;veterinary;cotton;polyester;health;healthwear;scrub top;tokyo,Mens Tokyo Scrub Top,"{'sizes': 'XXS - 3XL, 5XL.', 'fabric': ['60% Cotton 40% Polyester with antibacterial treatment.'], 'features': ['A Cotton rich scrub range that is perfect for every body, every function, every day.', 'Treated with SILVERPLUS®, an antimicrobial technology that provides body odour control.', 'Multiple pockets located on the scrub top and ID badge loop on left side shoulder seam.', 'Traditional V-neck scrub top style in a slightly tailored fit.']}","Sizes: XXS - 3XL, 5XL.; Fabric: 60% Cotton 40% Polyester with antibacterial treatment.; Features: A Cotton rich scrub range that is perfect for every body, every function, every day.,Treated with SILVERPLUS, an antimicrobial technology that provides body odour control.,Multiple pockets located on the scrub top and ID badge loop on left side shoulder seam.,Traditional V-neck scrub top style in a slightly tailored fit.; ",CST141MS_Talent_MidnightNavy_03.jpg,CST141MS_Talent_MidnightNavy_03.jpg;CST141MS_bProduct_MidnightNavy_02_wMHC3iu.jpg;CST141MS_bProduct_MidnightNavy_01_s977y0r.jpg;CST141MS_bProduct_Black_01_7i5vyfj.jpg;CST141MS_bProduct_Black_02_tvDpJxx.jpg;CST141MS_bProduct_Royal_02_XgMZohU.jpg;CST141MS_bProduct_Royal_01_ioLVz3n.jpg;CST141MS_bProduct_Charcoal_01_Ro6W0Xi.jpg;CST141MS_bProduct_Charcoal_02_pn3FWD5.jpg,normal
CST150US,Black;Dark Blue;Midnight Navy,3XL;4XL;5XL;L;M;S;XL;XS;XXS;6XL;2XL,scrubs;scrub tops;aged care;allied health;nursing;dentistry;carers;veterinary;cotton;polyester;health;healthwear;scrub top;hartwell,Unisex Hartwell Reversible Scrub Top,"{'sizes': 'XXS – 5XL (6XL available in Dark Blue only).', 'fabric': ['65% Polyester 35% Cotton.'], 'features': ['Unisex reversible scrubs specifically designed for commercial laundromats.', 'Chest pocket and back pant pocket on both sides of the garment.', 'Colour coded size pips and RFID chip placement suitability.', 'All trims and fabric suitable for most industrial washing processes.']}","Sizes: XXS  5XL (6XL available in Dark Blue only).; Fabric: 65% Polyester 35% Cotton.; Features: Unisex reversible scrubs specifically designed for commercial laundromats.,Chest pocket and back pant pocket on both sides of the garment.,Colour coded size pips and RFID chip placement suitability.,All trims and fabric suitable for most industrial washing processes.; ",CST150US_bProduct_Black_02_tf1GmuF.jpg,CST150US_bProduct_Black_02_tf1GmuF.jpg;CST150US_bProduct_Black_03_m6WxO2n.jpg;CST150US_bProduct_Black_01_nKPUmS1.jpg;CST150US_Talent_DarkBlue_02.jpg;CST150US_bProduct_DarkBlue_03_hCfzum7.jpg;CST150US_bProduct_DarkBlue_02_lxXE53S.jpg;CST150US_bProduct_DarkBlue_01_jdSGZg4.jpg;CST150US_bProduct_MidnightNavy_01_c38wJOF.jpg;CST150US_bProduct_MidnightNavy_03_5rF1Wpc.jpg;CST150US_bProduct_MidnightNavy_02_3YkAGO0.jpg,normal
CST152LS,Midnight Navy,XS;M;L;XL;2XL;3XL;4XL;5XL;S,scrubs;scrub tops;cotton;easter scrubs,Womens Easter V-Neck Short Sleeve Scrub Top,"{'sizes': 'XS - 5XL.', 'fabric': ['100% Cotton.'], 'features': ['Classic V neck design.', 'Relaxed fit.', 'Two front pockets.', 'Side splits.']}","Sizes: XS - 5XL.; Fabric: 100% Cotton.; Features: Classic V neck design.,Relaxed fit.,Two front pockets.,Side splits.; ",CST152LS_Talent_MidnightNavy_01_FS_FWxSjSI.jpg,CST152LS_Talent_MidnightNavy_01_FS_FWxSjSI.jpg,normal
CST152MS,Midnight Navy,L;XL;2XL;3XL;4XL;5XL;S;M,scrubs;scrub tops;cotton;easter scrubs,Mens Easter V-Neck Short Sleeve Scrub Top,"{'sizes': 'S - 5XL.', 'fabric': ['100% Cotton.'], 'features': ['Classic V neck design.', 'Relaxed fit.', 'Two front pockets.', 'Chest pocket.', 'Side splits.']}","Sizes: S - 5XL.; Fabric: 100% Cotton.; Features: Classic V neck design.,Relaxed fit.,Two front pockets.,Chest pocket.,Side splits.; ",CST152MS_Talent_MidnightNavy_01_FS_mr1spGW.jpg,CST152MS_Talent_MidnightNavy_01_FS_mr1spGW.jpg,normal
CST240LS,Black;Midnight Navy,2XL;3XL;L;M;S;XL;XS;XXS,medical;beauty;scrubs;scrub tops;tops;cotton;polyester;aged care;allied health;nursing;dentistry;carers;veterinary;female;healthwear;scrub top;parks,Womens Parks Zip Front Crossover Scrub Top,"{'sizes': 'XXS - 3XL.', 'fabric': ['52% Cotton 45% Polyester 3% Elastane with SILVERPLUS® antibacterial treatment.'], 'features': ['Cotton-rich fabric with added antibacterial protection and stretch.', 'Full zip front removes the need for overhead removal.', 'Match tops with Riley lowers, or wear with any functional lowers.', 'Suitable for all health and beauty professionals.']}","Sizes: XXS - 3XL.; Fabric: 52% Cotton 45% Polyester 3% Elastane with SILVERPLUS antibacterial treatment.; Features: Cotton-rich fabric with added antibacterial protection and stretch.,Full zip front removes the need for overhead removal.,Match tops with Riley lowers, or wear with any functional lowers.,Suitable for all health and beauty professionals.; ",CST240LS_bProduct_Black_02_BYJWO85.jpg,CST240LS_bProduct_Black_02_BYJWO85.jpg;CST240LS_bProduct_Black_01_PH9u4OW.jpg;CST240LS_Talent_MidnightNavy_01.jpg;CST240LS_bProduct_MidnightNavy_02_N0Jvgoy.jpg;CST240LS_bProduct_MidnightNavy_01_onu1C0r.jpg,normal
CST243LS,Black;Midnight Navy,2XL;3XL;L;M;S;XL;XS,medical;beauty;pharmaceutical;dentistry;scrubs;scrub tops;maternity;cotton;polyester;aged care;allied health;nursing;dentistry;carers;veterinary;female;scrub maternity;healthwear;scrub top;rose;plus size,Womens Rose Tunic Scrub Top,"{'sizes': 'XS - 3XL.', 'fabric': ['Main: 52% Cotton 45% Polyester 3% Elastane with SILVERPLUS® antibacterial treatment.', 'Stretch panels: 1x1 Rib - 93% Cotton 7% Elastane with SILVERPLUS® antibacterial treatment.'], 'features': ['Cotton-rich fabric that feels incredibly soft against the skin, but durable enough for the demands of healthcare.', 'With added antibacterial protection and stretch.', 'Rose tunic can be worn as a maternity scrub top or as a relaxed fit tunic scrub top.']}","Sizes: XS - 3XL.; Fabric: Main: 52% Cotton 45% Polyester 3% Elastane with SILVERPLUS antibacterial treatment.,Stretch panels: 1x1 Rib - 93% Cotton 7% Elastane with SILVERPLUS antibacterial treatment.; Features: Cotton-rich fabric that feels incredibly soft against the skin, but durable enough for the demands of healthcare.,With added antibacterial protection and stretch.,Rose tunic can be worn as a maternity scrub top or as a relaxed fit tunic scrub top.; ",CST243LS_Talent_Black_02.jpg,CST243LS_Talent_Black_02.jpg;CST243LS_bProduct_Black_02_RPQtF2L.jpg;CST243LS_bProduct_Black_01_AFc8U1N.jpg;CST243LS_bProduct_MidnightNavy_02_XmJpqVc.jpg;CST243LS_bProduct_MidnightNavy_01_PUXi4hG.jpg,normal
CST245LS,Pink,2XL;3XL;L;M;S;XL;XS;XXS,scrubs;scrub tops;Polyester;aged care;allied health;nursing;dentistry;carers;veterinary;pink;pink products;female;healthwear;scrub top,Womens Pink V-Neck Scrub Top,"{'sizes': 'XXS – 3XL', 'fabric': ['77% Recycled Polyester 19% Viscose 4% Elastane', 'Conscious product choice, with 77% made from post-consumer recycled polyester. This includes recycled plastic bottles, used clothing, and other polyester materials collected from waste or landfills.', 'Easy-care, wash and wear performance fabric for the most demanding of environments.', 'Suitable for warmer climates.', 'Soft against the skin - camisoles/t-shirts underneath is not required.'], 'features': ['2 Hem pockets', 'Pink Ribbon embroidery on right hand sleeve', 'All stress points bar-tacked', 'Utility loop on left shoulder', 'Functional side splits to allow easy access into pant pockets and movement', 'Straight front and back hem ', ' Modest v-neckline ']}","Sizes: XXS  3XL; Fabric: 77% Recycled Polyester 19% Viscose 4% Elastane,Conscious product choice, with 77% made from post-consumer recycled polyester. This includes recycled plastic bottles, used clothing, and other polyester materials collected from waste or landfills.,Easy-care, wash and wear performance fabric for the most demanding of environments.,Suitable for warmer climates.,Soft against the skin - camisoles/t-shirts underneath is not required.; Features: 2 Hem pockets,Pink Ribbon embroidery on right hand sleeve,All stress points bar-tacked,Utility loop on left shoulder,Functional side splits to allow easy access into pant pockets and movement,Straight front and back hem , Modest v-neckline ; ",CST245LS_Product_Pink_01.jpg,CST245LS_Product_Pink_01.jpg;CST245LS_Product_Pink_02.jpg;CST245LS_Talent_Pink_17_A1AAqYn.jpg,normal
CST250US,Pink,3XL;4XL;5XL;6XL;L;M;S;XL;XS;XXS;2XL,scrubs;scrub tops;Polyester;aged care;allied health;nursing;dentistry;carers;veterinary;unisex;pink;pink products;healthwear;scrub top,Unisex Pink V-Neck Scrub Top,"{'sizes': 'XXS-6XL.', 'fabric': ['96% Polyester 4% Elastane.'], 'features': ['PINK scrubs are made from our most popular fabric AVERY. Soft, durable and more comfortable than your favourite pair of pyjamas.', ' Designed with attention to detail; functional, responsive, easy-care and durable.', 'Style features: left side chest pocket, 2 lower patch pockets, shoulder loop.', 'Style is designed to be a unisex fit, we recommend you size down for a more fitted look.', 'With each unit  sold, Biz Care will donate $5 to National Breast Cancer Foundation.']}","Sizes: XXS-6XL.; Fabric: 96% Polyester 4% Elastane.; Features: PINK scrubs are made from our most popular fabric AVERY. Soft, durable and more comfortable than your favourite pair of pyjamas., Designed with attention to detail; functional, responsive, easy-care and durable.,Style features: left side chest pocket, 2 lower patch pockets, shoulder loop.,Style is designed to be a unisex fit, we recommend you size down for a more fitted look.,With each unit  sold, Biz Care will donate $5 to National Breast Cancer Foundation.; ",CST250US_Product_Pink_02.jpg,CST250US_Product_Pink_02.jpg;CST250US_Product_Pink_01.jpg;CST250US_Talent_Pink_01_FS_N13R6UC.jpg,normal
CST313LS,Pink,10;12;14;20;22;24;6;8;18;16,Polyester;aged care;allied health;nursing;dentistry;carers;veterinary;pink;pink products;female;polos,Womens Pink Short Sleeve Polo,"{'sizes': '6 - 24', 'fabric': ['80% Polyester 20% BIZ COOL™ Breathable Cotton-backed Pique, 185 GSM', 'Breathable pique knit with cotton inside, feels cool and comfortable.'], 'features': ['Modern, tailored polo, suitable for most industries', 'Can be worn with chinos, jeans or suit lowers', 'Pink Ribbon embroidery on right hand side sleeve cuff', 'Knitted rib collar and ½ knitted sleeve cuff with contrast stripe highlights your logo', 'Button through piping placket', 'No loose pocket']}","Sizes: 6 - 24; Fabric: 80% Polyester 20% BIZ COOL Breathable Cotton-backed Pique, 185 GSM,Breathable pique knit with cotton inside, feels cool and comfortable.; Features: Modern, tailored polo, suitable for most industries,Can be worn with chinos, jeans or suit lowers,Pink Ribbon embroidery on right hand side sleeve cuff,Knitted rib collar and  knitted sleeve cuff with contrast stripe highlights your logo,Button through piping placket,No loose pocket; ",CST313LS_Product_Pink_02.jpg,CST313LS_Product_Pink_02.jpg;CST313LS_Product_Pink_01.jpg,normal
CST313MS,Pink,2XL;3XL;4XL;5XL;L;M;S;XL;XS,Polyester;aged care;allied health;nursing;dentistry;carers;veterinary;pink;pink products;male;polos,Mens Pink Short Sleeve Polo,"{'sizes': 'XS – 5XL', 'fabric': ['80% Polyester 20% BIZ COOL™ Breathable Cotton-backed Pique, 185 GSM', 'Breathable pique knit with cotton inside, feels cool and comfortable.'], 'features': ['Modern, tailored polo, suitable for most industries', 'Can be worn with chinos, jeans or suit lowers', 'Pink Ribbon embroidery on right hand side sleeve cuff', 'Knitted rib collar and ½ knitted sleeve cuff with contrast stripe highlights your logo', 'Button through piping placket', 'Mens style includes loose pocket']}","Sizes: XS  5XL; Fabric: 80% Polyester 20% BIZ COOL Breathable Cotton-backed Pique, 185 GSM,Breathable pique knit with cotton inside, feels cool and comfortable.; Features: Modern, tailored polo, suitable for most industries,Can be worn with chinos, jeans or suit lowers,Pink Ribbon embroidery on right hand side sleeve cuff,Knitted rib collar and  knitted sleeve cuff with contrast stripe highlights your logo,Button through piping placket,Mens style includes loose pocket; ",CST313MS_Product_Pink_02.jpg,CST313MS_Product_Pink_02.jpg;CST313MS_Product_Pink_01.jpg,normal
CST941LS,Navy;Charcoal;Midnight Navy;Black;Teal;Electric Blue;Burgundy,2XL;3XL;4XL;5XL;L;M;S;XL;XS,medical;aged care;nursing;dentistry;carers;veterinary;allied health;female;women;short sleeve;polyester;elastane;scrubs;scrub tops;healthwear;scrub top;avery,Womens Avery V-Neck Scrub Top,"{'sizes': 'XS - 5XL.', 'fabric': ['96% Polyester 4% Elastane.'], 'features': ['Avery scrubs are anything but your typical pair of scrubs!', 'Soft, durable and more comfortable than your favourite pair of pajamas.', 'Designed with attention to detail; functional, responsive, easy-care and durable.']}","Sizes: XS - 5XL.; Fabric: 96% Polyester 4% Elastane.; Features: Avery scrubs are anything but your typical pair of scrubs!,Soft, durable and more comfortable than your favourite pair of pajamas.,Designed with attention to detail; functional, responsive, easy-care and durable.; ",CST941LS_Talent_Navy_01.jpg,CST941LS_Talent_Navy_01.jpg;CST941LS_bProduct_Navy_02_LbDRQlv.jpg;CST941LS_bProduct_Navy_01_ES7YuyG.jpg;CST941LS_bProduct_Charcoal_01_HWCGTVU.jpg;CST941LS_bProduct_Charcoal_02_tbAnRiV.jpg;CST941LS_bProduct_MidnightNavy_01_yEL0vWb.jpg;CST941LS_bProduct_MidnightNavy_02_yyYvaXv.jpg;CST941LS_bProduct_Black_01_bygxmxa.jpg;CST941LS_bProduct_Black_02_LCB58v3.jpg;CST941LS_bProduct_Teal_01_rOGORWr.jpg;CST941LS_bProduct_Teal_02_JgBXAYm.jpg;CST941LS_bProduct_ElectricBlue_01_xt9607u.jpg;CST941LS_bProduct_ElectricBlue_02_ZRq1r3I.jpg;CST941LS_bProduct_Burgundy_03_bXAnFZn.jpg;CST941LS_bProduct_Burgundy_02_KCkqt5x.jpg,normal
CST942LS,Charcoal;Electric Blue;Midnight Navy;Navy;Teal;Black;Burgundy,2XL;3XL;4XL;L;M;S;XL;XS;XXS;5XL,medical;aged care;nursing;dentistry;carers;veterinary;allied health;female;women;short sleeve;polyester;elastane;scrubs;scrub tops;healthwear;scrub top;avery,Womens Avery Round Neck Scrub Top,"{'sizes': 'XXS - 5XL.', 'fabric': ['96% Polyester 4% Elastane.'], 'features': ['Avery scrubs are anything but your typical pair of scrubs!', 'Soft, durable and more comfortable than your favourite pair of pajamas.', 'Designed with attention to detail; functional, responsive, easy-care and durable.']}","Sizes: XXS - 5XL.; Fabric: 96% Polyester 4% Elastane.; Features: Avery scrubs are anything but your typical pair of scrubs!,Soft, durable and more comfortable than your favourite pair of pajamas.,Designed with attention to detail; functional, responsive, easy-care and durable.; ",CST942LS_bProduct_Charcoal_01_fKi6Lyq.jpg,CST942LS_bProduct_Charcoal_01_fKi6Lyq.jpg;CST942LS_bProduct_Charcoal_02_XuU4rAt.jpg;CST942LS_bProduct_ElectricBlue_01_ZjS5QYc.jpg;CST942LS_bProduct_ElectricBlue_02_cJPGpi1.jpg;CST942LS_bProduct_MidnightNavy_01_e8O2Bkf.jpg;CST942LS_bProduct_MidnightNavy_02_PQMednn.jpg;CST942LS_bProduct_Navy_01_s6O948B.jpg;CST942LS_bProduct_Navy_02_CCV0pE8.jpg;CST942LS_Talent_Teal_01_MSpYKDJ.jpg;CST942LS_bProduct_Teal_02_SHF28TW.jpg;CST942LS_bProduct_Teal_01_EBITW82.jpg;CST942LS_bProduct_Black_01_nouKCrI.jpg;CST942LS_bProduct_Black_02_b0VbGuY.jpg;CST942LS_bProduct_Burgundy_01_7IAlExN.jpg;CST942LS_bProduct_Burgundy_02_gkN1RhD.jpg,normal
CST945MS,Teal;Black;Navy;Midnight Navy;Charcoal;Burgundy;Electric Blue,XS;S;M;L;XL;2XL;3XL;4XL;5XL,medical;scrub tops;aged care;nursing;dentistry;carers;veterinary;allied health;male;short sleeve;polyester;elastane;scrubs;healthwear;scrub top;avery,Mens Avery V-Neck Scrub Top,"{'sizes': 'XS - 5XL.', 'fabric': ['96% Polyester 4% Elastane.'], 'features': ['Avery scrubs are anything but your typical pair of scrubs!', 'Soft, durable and more comfortable than your favourite pair of pajamas.', 'Designed with attention to detail; functional, responsive, easy-care and durable.']}","Sizes: XS - 5XL.; Fabric: 96% Polyester 4% Elastane.; Features: Avery scrubs are anything but your typical pair of scrubs!,Soft, durable and more comfortable than your favourite pair of pajamas.,Designed with attention to detail; functional, responsive, easy-care and durable.; ",CST945MS_bProduct_Teal_01_QPzvjxn.jpg,CST945MS_bProduct_Teal_01_QPzvjxn.jpg;CST945MS_bProduct_Teal_02_OrkRJUn.jpg;CST945MS_bProduct_Black_01_vOZAl4P.jpg;CST945MS_bProduct_Black_02_LnRzi62.jpg;CST945MS_bProduct_Navy_01_7Xryvrl.jpg;CST945MS_bProduct_Navy_02_i8w4TBe.jpg;CST945MS_bProduct_MidnightNavy_01_31uFTTk.jpg;CST945MS_bProduct_MidnightNavy_02_32QAcb4.jpg;CST945MS_Talent_Charcoal_01.jpg;CST945MS_bProduct_Charcoal_02_4cNVvPy.jpg;CST945MS_bProduct_Charcoal_01_voy3vYT.jpg;CST945MS_bProduct_Burgundy_01_hquqZFk.jpg;CST945MS_bProduct_Burgundy_02_hhncxBY.jpg;CST945MS_bProduct_ElectricBlue_01_L5oSCSw.jpg;CST945MS_bProduct_ElectricBlue_02_tzNqa6A.jpg,normal
CT247LL,Black;White;Midnight Navy,3XL;L;M;S;XL;XS;2XL,medical;beauty;early learning;pharmaceutical;underscrubs;long sleeve tee;tee;long sleeve;aged care;allied health;nursing;dentistry;carers;veterinary;female;t-tops;tees;T-Tops,Womens Performance Long Sleeve Tee,"{'sizes': 'XS – 3XL.', 'fabric': ['95% Cotton, 5% Elastane with antibacterial and odour protection.'], 'features': ['The perfect Tee that can be worn as under-scrub or on its own.', 'Made from soft cotton treated with Silverplus® antibacterial protection.', 'Added stretch allows for extra movement and comfort.', 'Designed to sit closer to the body.']}","Sizes: XS  3XL.; Fabric: 95% Cotton, 5% Elastane with antibacterial and odour protection.; Features: The perfect Tee that can be worn as under-scrub or on its own.,Made from soft cotton treated with Silverplus antibacterial protection.,Added stretch allows for extra movement and comfort.,Designed to sit closer to the body.; ",CT247LL_bProduct_Black_01_q2kkZjF.jpg,CT247LL_bProduct_Black_01_q2kkZjF.jpg;CT247LL_bProduct_Black_02_bJJdDxV.jpg;CT247LL_Talent_White_01.jpg;CT247LL_bProduct_White_02_YpA13nW.jpg;CT247LL_bProduct_White_01_kKjHCMO.jpg;CT247LL_bProduct_MidnightNavy_01_kUYo7HM.jpg;CT247LL_bProduct_MidnightNavy_02_rgBfb3Z.jpg,normal
CT247ML,Black;White;Midnight Navy,2XL;3XL;4XL;5XL;M;S;XL;XS;L,medical;beauty;pharmaceutical;early learning;underscrubs;long sleeve tee;tee;long sleeve;cotton;aged care;allied health;nursing;dentistry;careers;veterinary;mens;men;tees;T-Tops,Mens Performance Long Sleeve Tee,"{'sizes': 'XS – 5XL.', 'fabric': ['95% Cotton, 5% Elastane with antibacterial and odour protection.'], 'features': ['The perfect Tee that can be worn as under-scrub or on its own.', 'Made from soft cotton treated with Silverplus® antibacterial protection.', 'Added stretch allows for extra movement and comfort.', 'Designed to sit closer to the body.']}","Sizes: XS  5XL.; Fabric: 95% Cotton, 5% Elastane with antibacterial and odour protection.; Features: The perfect Tee that can be worn as under-scrub or on its own.,Made from soft cotton treated with Silverplus antibacterial protection.,Added stretch allows for extra movement and comfort.,Designed to sit closer to the body.; ",CT247ML_bProduct_Black_01_wtpLADK.jpg,CT247ML_bProduct_Black_01_wtpLADK.jpg;CT247ML_bProduct_Black_02_XOQmabG.jpg;CT247ML_bProduct_White_01_rCCnbmD.jpg;CT247ML_bProduct_White_02_nXwdTf5.jpg;CT247ML_Talent_MidnightNavy_01.jpg;CT247ML_bProduct_MidnightNavy_02_aeGge73.jpg;CT247ML_bProduct_MidnightNavy_01_O5UYJqU.jpg,normal
CU543LS,Caribbean Blue;Black;Midnight Navy,2XL;3XL;4XL;5XL;6XL;L;M;S;XL;XS;XXS,scrubs;scrub tops;Polyester;aged care;allied health;nursing;dentistry;carers;veterinary;female;healthwear;scrub top;Polyester Blend,Womens Pulse V-Neck Scrub Top,"{'sizes': 'XXS - 6XL', 'fabric': '77% Recycled Polyester, 19% Viscose, 4% Elastane; Easy-care, wash and wear performance fabric for the most demanding of environments; Suitable for warmer climates', 'features': ['Classic V-neck; Relaxed fit', 'Bust darts for shape', ' 2 Deep front pockets', 'Side splits to allow ease of movement', 'Utility loop on left shoulder', 'Match with Pulse scrub pants - CL542UL (Unisex) and CL541LL (Womens)']}","Sizes: XXS - 6XL; Fabric: 77% Recycled Polyester, 19% Viscose, 4% Elastane; Easy-care, wash and wear performance fabric for the most demanding of environments; Suitable for warmer climates; Features: Classic V-neck; Relaxed fit,Bust darts for shape, 2 Deep front pockets,Side splits to allow ease of movement,Utility loop on left shoulder,Match with Pulse scrub pants - CL542UL (Unisex) and CL541LL (Womens); ",CU543LS_Talent_CaribbeanBlue_01.jpg,CU543LS_Talent_CaribbeanBlue_01.jpg;CU543LS_Talent_CaribbeanBlue_02.jpg;CU543LS_Talent_CaribbeanBlue_03.jpg;CU543LS_Talent_CaribbeanBlue_04.jpg;CU543LS_Talent_CaribbeanBlue_05.jpg;CU543LS_Talent_CaribbeanBlue_06.jpg;CU543LS_Talent_CaribbeanBlue_07.jpg;CU543LS_Talent_CaribbeanBlue_08.jpg;CU543LS_Product_CaribbeanBlue_01.jpg;CU543LS_Product_CaribbeanBlue_02.jpg;CU543LS_Talent_Black_01.jpg;CU543LS_Talent_Black_02.jpg;CU543LS_Talent_Black_03.jpg;CU543LS_Talent_Black_04.jpg;CU543LS_Talent_Black_05.jpg;CU543LS_Talent_Black_06.jpg;CU543LS_Talent_Black_07.jpg;CU543LS_Talent_Black_08.jpg;CU543LS_Product_Black_01.jpg;CU543LS_Product_Black_02.jpg;CU543LS_Talent_MidnightNavy_01.jpg;CU543LS_Talent_MidnightNavy_02.jpg;CU543LS_Talent_MidnightNavy_03.jpg;CU543LS_Talent_MidnightNavy_04.jpg;CU543LS_Talent_MidnightNavy_05.jpg;CU543LS_Talent_MidnightNavy_06.jpg;CU543LS_Product_MidnightNavy_01.jpg;CU543LS_Product_MidnightNavy_02.jpg,new style
