style,colors,size,category,short_description,long_description,stringified_description,worn_image,basicimg,sale_status
X1001K,Forest;Army;White;Ink;Navy;Ecru;Pistachio;Ocean;Plum;Steel Blue;Grey Marle;Charcoal Marle;Black;Red;Biscuit,4;6;8,,Kids Basis Short Sleeve Tee,"{'sizes': '4, 6, 8', 'fabric': ['100% Cotton Combed Single Jersey', '185gsm', 'Cold machine wash. Wash with like colours.Do not bleach. Do not tumble dry. Line dry in shade. Low iron on reverse. Do not dry clean.'], 'features': [""Made from breathable 185gsm cotton with a ribbed neck and comfy fit, the Basis Short Sleeve Tee is tough enough for the playground with wash-after-wash durability. Soft feel, great colours, no fuss - just a solid tee for every kind of adventure. It's basics for little legends."", 'Ribbed crew neck with set-in short sleeve.']}","Sizes: 4, 6, 8; Fabric: 100% Cotton Combed Single Jersey,185gsm,Cold machine wash. Wash with like colours.Do not bleach. Do not tumble dry. Line dry in shade. Low iron on reverse. Do not dry clean.; Features: Made from breathable 185gsm cotton with a ribbed neck and comfy fit, the Basis Short Sleeve Tee is tough enough for the playground with wash-after-wash durability. Soft feel, great colours, no fuss - just a solid tee for every kind of adventure. It's basics for little legends.,Ribbed crew neck with set-in short sleeve.; ",Forest-Kids-Basis-Short-Sleeve-Tee-A.jpg,Forest-Kids-Basis-Short-Sleeve-Tee-A.jpg;Forest-Kids-Basis-Short-Sleeve-Tee-E.jpg;Forest-Kids-Basis-Short-Sleeve-Tee-F.jpg;Army-Kids-Basis-Short-Sleeve-Tee-A_ma0hnr5.jpg;Army-Kids-Basis-Short-Sleeve-Tee-E.jpg;Army-Kids-Basis-Short-Sleeve-Tee-F.jpg;White-Kids-Basis-Short-Sleeve-Tee-A.jpg;White-Kids-Basis-Short-Sleeve-Tee-E.jpg;White-Kids-Basis-Short-Sleeve-Tee-F.jpg;Ink-Kids-Basis-Short-Sleeve-Tee-A.jpg;Ink-Kids-Basis-Short-Sleeve-Tee-E.jpg;Ink-Kids-Basis-Short-Sleeve-Tee-F.jpg;Navy-Kids-Basis-Short-Sleeve-Tee-A.jpg;Navy-Kids-Basis-Short-Sleeve-Tee-E.jpg;Navy-Kids-Basis-Short-Sleeve-Tee-F.jpg;Ecru-Kids-Basis-Short-Sleeve-Tee-A.jpg;Ecru-Kids-Basis-Short-Sleeve-Tee-E.jpg;Ecru-Kids-Basis-Short-Sleeve-Tee-F.jpg;Pistachio-Kids-Basis-Short-Sleeve-Tee-A.jpg;Pistachio-Kids-Basis-Short-Sleeve-Tee-E.jpg;Pistachio-Kids-Basis-Short-Sleeve-Tee-F.jpg;Ocean-Kids-Basis-Short-Sleeve-Tee-A.jpg;Ocean-Kids-Basis-Short-Sleeve-Tee-E.jpg;Ocean-Kids-Basis-Short-Sleeve-Tee-F.jpg;Plum-Kids-Basis-Short-Sleeve-Tee-A.jpg;Plum-Kids-Basis-Short-Sleeve-Tee-E.jpg;Plum-Kids-Basis-Short-Sleeve-Tee-F.jpg;Steel-Blue-Kids-Basis-Short-Sleeve-Tee-A.jpg;Steel-Blue-Kids-Basis-Short-Sleeve-Tee-E.jpg;Steel-Blue-Kids-Basis-Short-Sleeve-Tee-F.jpg;Grey-Marle-Kids-Basis-Short-Sleeve-Tee-A.jpg;Grey-Marle-Kids-Basis-Short-Sleeve-Tee-E.jpg;Grey-Marle-Kids-Basis-Short-Sleeve-Tee-F.jpg;Charcoal-Marle-Kids-Basis-Short-Sleeve-Tee-A.jpg;Charcoal-Marle-Kids-Basis-Short-Sleeve-Tee-E.jpg;Charcoal-Marle-Kids-Basis-Short-Sleeve-Tee-F.jpg;Black-Kids-Basis-Short-Sleeve-Tee-A.jpg;Black-Kids-Basis-Short-Sleeve-Tee-E.jpg;Black-Kids-Basis-Short-Sleeve-Tee-F.jpg;Red-Kids-Basis-Short-Sleeve-Tee-A.jpg;Red-Kids-Basis-Short-Sleeve-Tee-B.jpg;Red-Kids-Basis-Short-Sleeve-Tee-C.jpg;Red-Kids-Basis-Short-Sleeve-Tee-E.jpg;Red-Kids-Basis-Short-Sleeve-Tee-F.jpg;Biscuit-Kids-Basis-Short-Sleeve-Tee-A.jpg;Biscuit-Kids-Basis-Short-Sleeve-Tee-B.jpg;Biscuit-Kids-Basis-Short-Sleeve-Tee-C.jpg;Biscuit-Kids-Basis-Short-Sleeve-Tee-E.jpg;Biscuit-Kids-Basis-Short-Sleeve-Tee-F.jpg,new colour
X1001M,Ink;White;Army;Ocean;Black;Navy;Charcoal Marle;Grey Marle;Pistachio;Ecru;Forest;Steel Blue;Plum;Biscuit;Red,2XL;3XL;4XL;5XL;L;M;S;XL,,Mens Basis Short Sleeve Tee,"{'sizes': 'S - 5XL', 'fabric': ['100% Cotton Combed Single Jersey', '185gsm', 'Cold machine wash. Wash with like colours. Do not bleach. Do not tumble dry. Line dry in shade. Low iron on reverse. Do not dry clean.'], 'features': ['Your go-to essential - the Basis Short Sleeve Tee is as classic as it gets, crafted from 185gsm combed cotton that’s breathable, durable, and soft from day one. With a ribbed crew neck, set-in sleeve, and a fit that’s easy to move in, this one’s made to pull its weight. Wear it solo, layer it up, chuck it in the wash and wear it again - it’s your hard-wearing mate that always shows up.', 'Ribbed crew neck with set-in short sleeve.']}","Sizes: S - 5XL; Fabric: 100% Cotton Combed Single Jersey,185gsm,Cold machine wash. Wash with like colours. Do not bleach. Do not tumble dry. Line dry in shade. Low iron on reverse. Do not dry clean.; Features: Your go-to essential - the Basis Short Sleeve Tee is as classic as it gets, crafted from 185gsm combed cotton thats breathable, durable, and soft from day one. With a ribbed crew neck, set-in sleeve, and a fit thats easy to move in, this ones made to pull its weight. Wear it solo, layer it up, chuck it in the wash and wear it again - its your hard-wearing mate that always shows up.,Ribbed crew neck with set-in short sleeve.; ",Ink-Mens-Basis-Short-Sleeve-Tee-A.jpg,Ink-Mens-Basis-Short-Sleeve-Tee-A.jpg;Ink-Mens-Basis-Short-Sleeve-Tee-E.jpg;Ink-Mens-Basis-Short-Sleeve-Tee-F.jpg;White-Mens-Basis-Short-Sleeve-Tee-A.jpg;White-Mens-Basis-Short-Sleeve-Tee-E.jpg;White-Mens-Basis-Short-Sleeve-Tee-F.jpg;Army-Mens-Basis-Short-Sleeve-Tee-A_qm9S9sD.jpg;Army-Mens-Basis-Short-Sleeve-Tee-E.jpg;Army-Mens-Basis-Short-Sleeve-Tee-F.jpg;Ocean-Mens-Basis-Short-Sleeve-Tee-A.jpg;Ocean-Mens-Basis-Short-Sleeve-Tee-E.jpg;Ocean-Mens-Basis-Short-Sleeve-Tee-F.jpg;Black-Mens-Basis-Short-Sleeve-Tee-A_hTERR2d.jpg;Black-Mens-Basis-Short-Sleeve-Tee-B.jpg;Black-Mens-Basis-Short-Sleeve-Tee-C.jpg;Black-Mens-Basis-Short-Sleeve-Tee-E_2vCn17f.jpg;Black-Mens-Basis-Short-Sleeve-Tee-F_edTUDfs.jpg;Navy-Mens-Basis-Short-Sleeve-Tee-A.jpg;Navy-Mens-Basis-Short-Sleeve-Tee-E.jpg;Navy-Mens-Basis-Short-Sleeve-Tee-F.jpg;Charcoal-Marle-Mens-Basis-Short-Sleeve-Tee-A.jpg;Charcoal-Marle-Mens-Basis-Short-Sleeve-Tee-E.jpg;Charcoal-Marle-Mens-Basis-Short-Sleeve-Tee-F.jpg;Grey-Marle-Mens-Basis-Short-Sleeve-Tee-A.jpg;Grey-Marle-Mens-Basis-Short-Sleeve-Tee-E.jpg;Grey-Marle-Mens-Basis-Short-Sleeve-Tee-F.jpg;Pistachio-Mens-Basis-Short-Sleeve-Tee-A.jpg;Pistachio-Mens-Basis-Short-Sleeve-Tee-E.jpg;Pistachio-Mens-Basis-Short-Sleeve-Tee-F.jpg;Ecru-Mens-Basis-Short-Sleeve-Tee-A.jpg;Ecru-Mens-Basis-Short-Sleeve-Tee-E.jpg;Ecru-Mens-Basis-Short-Sleeve-Tee-F.jpg;Froest-Mens-Basis-Short-Sleeve-Tee-A.jpg;Froest-Mens-Basis-Short-Sleeve-Tee-E.jpg;Froest-Mens-Basis-Short-Sleeve-Tee-F.jpg;Steel-Blue-Mens-Basis-Short-Sleeve-Tee-A.jpg;Steel-Blue-Mens-Basis-Short-Sleeve-Tee-E.jpg;Steel-Blue-Mens-Basis-Short-Sleeve-Tee-F.jpg;Plum-Mens-Basis-Short-Sleeve-Tee-A.jpg;Plum-Mens-Basis-Short-Sleeve-Tee-E.jpg;Plum-Mens-Basis-Short-Sleeve-Tee-F.jpg;Biscuit-Mens-Basis-Short-Sleeve-Tee-A.jpg;Biscuit-Mens-Basis-Short-Sleeve-Tee-B.jpg;Biscuit-Mens-Basis-Short-Sleeve-Tee-C.jpg;Biscuit-Mens-Basis-Short-Sleeve-Tee-E.jpg;Biscuit-Mens-Basis-Short-Sleeve-Tee-F.jpg;Red-Mens-Basis-Short-Sleeve-Tee-A.jpg;Red-Mens-Basis-Short-Sleeve-Tee-B.jpg;Red-Mens-Basis-Short-Sleeve-Tee-C.jpg;Red-Mens-Basis-Short-Sleeve-Tee-E.jpg;Red-Mens-Basis-Short-Sleeve-Tee-F.jpg,new colour
X1001W,Ink;Pistachio;Forest;Steel Blue;Plum;Charcoal Marle;Army;Ecru;Black;Navy;White;Grey Marle;Ocean;Red;Biscuit,2XL;3XL;L;M;S;XL;XS,,Womens Basis Short Sleeve Tee,"{'sizes': 'XS - 3XL', 'fabric': ['100% Cotton Combed Single Jersey', '185gsm', 'Cold machine wash. Wash with like colours.Do not bleach. Do not tumble dry. Line dry in shade. Low iron on reverse. Do not dry clean.'], 'features': ['Your go-to essential - the Basis Short Sleeve Tee is as classic as it gets, crafted from 185gsm combed cotton that’s breathable, durable, and soft from day one. With a ribbed crew neck, set-in sleeve, and a fit that’s easy to move in, this one’s made to pull its weight. Wear it solo, layer it up, chuck it in the wash and wear it again - it’s your hard-wearing mate that always shows up.', 'Ribbed crew neck with set-in short sleeve.']}","Sizes: XS - 3XL; Fabric: 100% Cotton Combed Single Jersey,185gsm,Cold machine wash. Wash with like colours.Do not bleach. Do not tumble dry. Line dry in shade. Low iron on reverse. Do not dry clean.; Features: Your go-to essential - the Basis Short Sleeve Tee is as classic as it gets, crafted from 185gsm combed cotton thats breathable, durable, and soft from day one. With a ribbed crew neck, set-in sleeve, and a fit thats easy to move in, this ones made to pull its weight. Wear it solo, layer it up, chuck it in the wash and wear it again - its your hard-wearing mate that always shows up.,Ribbed crew neck with set-in short sleeve.; ",Ink-Womens-Basis-Short-Sleeve-Tee-A.jpg,Ink-Womens-Basis-Short-Sleeve-Tee-A.jpg;Ink-Womens-Basis-Short-Sleeve-Tee-D.jpg;Ink-Womens-Basis-Short-Sleeve-Tee-E.jpg;Pistachio-Womens-Basis-Short-Sleeve-Tee-A.jpg;Pistachio-Womens-Basis-Short-Sleeve-Tee-D.jpg;Pistachio-Womens-Basis-Short-Sleeve-Tee-E.jpg;Forest-Womens-Basis-Short-Sleeve-Tee-A.jpg;Forest-Womens-Basis-Short-Sleeve-Tee-D.jpg;Forest-Womens-Basis-Short-Sleeve-Tee-E.jpg;Steel-Blue-Womens-Basis-Short-Sleeve-Tee-A.jpg;Steel-Blue-Womens-Basis-Short-Sleeve-Tee-D.jpg;Steel-Blue-Womens-Basis-Short-Sleeve-Tee-E.jpg;Plum-Womens-Basis-Short-Sleeve-Tee-A.jpg;Plum-Womens-Basis-Short-Sleeve-Tee-D.jpg;Plum-Womens-Basis-Short-Sleeve-Tee-E.jpg;Charcoal-Marle-Womens-Basis-Short-Sleeve-Tee-A.jpg;Charcoal-Marle-Womens-Basis-Short-Sleeve-Tee-D.jpg;Charcoal-Marle-Womens-Basis-Short-Sleeve-Tee-E.jpg;Army-Womens-Basis-Short-Sleeve-Tee-A_qnrmsDL.jpg;Army-Womens-Basis-Short-Sleeve-Tee-D.jpg;Army-Womens-Basis-Short-Sleeve-Tee-E.jpg;Ecru-Womens-Basis-Short-Sleeve-Tee-A.jpg;Ecru-Womens-Basis-Short-Sleeve-Tee-D.jpg;Ecru-Womens-Basis-Short-Sleeve-Tee-E.jpg;Black-Womens-Basis-Short-Sleeve-Tee-A.jpg;Black-Womens-Basis-Short-Sleeve-Tee-D.jpg;Black-Womens-Basis-Short-Sleeve-Tee-E.jpg;Navy-Womens-Basis-Short-Sleeve-Tee-A.jpg;Navy-Womens-Basis-Short-Sleeve-Tee-D.jpg;Navy-Womens-Basis-Short-Sleeve-Tee-E.jpg;White-Womens-Basis-Short-Sleeve-Tee-A.jpg;White-Womens-Basis-Short-Sleeve-Tee-D.jpg;White-Womens-Basis-Short-Sleeve-Tee-E.jpg;Grey-Marle-Womens-Basis-Short-Sleeve-Tee-A.jpg;Grey-Marle-Womens-Basis-Short-Sleeve-Tee-D.jpg;Grey-Marle-Womens-Basis-Short-Sleeve-Tee-E.jpg;Ocean-Womens-Basis-Short-Sleeve-Tee-A.jpg;Ocean-Womens-Basis-Short-Sleeve-Tee-D.jpg;Ocean-Womens-Basis-Short-Sleeve-Tee-E.jpg;Red-Womens-Basis-Short-Sleeve-Tee-A.jpg;Red-Womens-Basis-Short-Sleeve-Tee-B.jpg;Red-Womens-Basis-Short-Sleeve-Tee-C.jpg;Red-Womens-Basis-Short-Sleeve-Tee-E.jpg;Red-Womens-Basis-Short-Sleeve-Tee-F.jpg;Biscuit-Womens-Basis-Short-Sleeve-Tee-A.jpg;Biscuit-Womens-Basis-Short-Sleeve-Tee-B.jpg;Biscuit-Womens-Basis-Short-Sleeve-Tee-C.jpg;Biscuit-Womens-Basis-Short-Sleeve-Tee-E.jpg;Biscuit-Womens-Basis-Short-Sleeve-Tee-F.jpg,new colour
X1001Y,Ink;Army;Pistachio;Ecru;Forest;Charcoal Marle;Black;White;Ocean;Steel Blue;Grey Marle;Plum;Navy;Red;Biscuit,10;12;14;16,,Youth Basis Short Sleeve Tee,"{'sizes': '10, 12, 14, 16', 'fabric': ['100% Cotton Combed Single Jersey', '185gsm', 'Cold machine wash. Wash with like colours.Do not bleach. Do not tumble dry. Line dry in shade. Low iron on reverse. Do not dry clean.'], 'features': [""Made from breathable 185gsm cotton with a ribbed neck and comfy fit, the Basis Short Sleeve Tee is tough enough for the playground with wash-after-wash durability. Soft feel, great colours, no fuss - just a solid tee for every kind of adventure. It's basics for little legends."", 'Ribbed crew neck with set-in short sleeve.']}","Sizes: 10, 12, 14, 16; Fabric: 100% Cotton Combed Single Jersey,185gsm,Cold machine wash. Wash with like colours.Do not bleach. Do not tumble dry. Line dry in shade. Low iron on reverse. Do not dry clean.; Features: Made from breathable 185gsm cotton with a ribbed neck and comfy fit, the Basis Short Sleeve Tee is tough enough for the playground with wash-after-wash durability. Soft feel, great colours, no fuss - just a solid tee for every kind of adventure. It's basics for little legends.,Ribbed crew neck with set-in short sleeve.; ",Ink-Youth-Basis-Short-Sleeve-Tee-A.jpg,Ink-Youth-Basis-Short-Sleeve-Tee-A.jpg;Ink-Youth-Basis-Short-Sleeve-Tee-E.jpg;Ink-Youth-Basis-Short-Sleeve-Tee-F.jpg;Army-Youth-Basis-Short-Sleeve-Tee-A_YHaNX74.jpg;Army-Youth-Basis-Short-Sleeve-Tee-E.jpg;Army-Youth-Basis-Short-Sleeve-Tee-F.jpg;Pistachio-Youth-Basis-Short-Sleeve-Tee-A.jpg;Pistachio-Youth-Basis-Short-Sleeve-Tee-E.jpg;Pistachio-Youth-Basis-Short-Sleeve-Tee-F.jpg;Ecru-Youth-Basis-Short-Sleeve-Tee-A.jpg;Ecru-Youth-Basis-Short-Sleeve-Tee-E.jpg;Ecru-Youth-Basis-Short-Sleeve-Tee-F.jpg;Forest-Youth-Basis-Short-Sleeve-Tee-A.jpg;Forest-Youth-Basis-Short-Sleeve-Tee-E.jpg;Forest-Youth-Basis-Short-Sleeve-Tee-F.jpg;Charcoal-Marle-Youth-Basis-Short-Sleeve-Tee-A.jpg;Charcoal-Marle-Youth-Basis-Short-Sleeve-Tee-E.jpg;Charcoal-Marle-Youth-Basis-Short-Sleeve-Tee-F.jpg;Black-Kids-Basis-Short-Sleeve-Tee-A_KfUln2g.jpg;Black-Kids-Basis-Short-Sleeve-Tee-B.jpg;Black-Kids-Basis-Short-Sleeve-Tee-C.jpg;Black-Kids-Basis-Short-Sleeve-Tee-E_WPf55D8.jpg;Black-Kids-Basis-Short-Sleeve-Tee-F_H05s39u.jpg;White-Youth-Basis-Short-Sleeve-Tee-A.jpg;White-Youth-Basis-Short-Sleeve-Tee-E.jpg;White-Youth-Basis-Short-Sleeve-Tee-F.jpg;Ocean-Youth-Basis-Short-Sleeve-Tee-A.jpg;Ocean-Youth-Basis-Short-Sleeve-Tee-E.jpg;Ocean-Youth-Basis-Short-Sleeve-Tee-F.jpg;Steel-Blue-Youth-Basis-Short-Sleeve-Tee-A.jpg;Steel-Blue-Youth-Basis-Short-Sleeve-Tee-E.jpg;Steel-Blue-Youth-Basis-Short-Sleeve-Tee-F.jpg;Grey-Marle-Youth-Basis-Short-Sleeve-Tee-A.jpg;Grey-Marle-Youth-Basis-Short-Sleeve-Tee-E.jpg;Grey-Marle-Youth-Basis-Short-Sleeve-Tee-F.jpg;Plum-Youth-Basis-Short-Sleeve-Tee-A.jpg;Plum-Youth-Basis-Short-Sleeve-Tee-E.jpg;Plum-Youth-Basis-Short-Sleeve-Tee-F.jpg;Navy-Kids-Basis-Short-Sleeve-Tee-A_6WALr4n.jpg;Navy-Kids-Basis-Short-Sleeve-Tee-B.jpg;Navy-Kids-Basis-Short-Sleeve-Tee-C.jpg;Navy-Kids-Basis-Short-Sleeve-Tee-E_J70oEgd.jpg;Black-Kids-Basis-Short-Sleeve-Tee-F_5rGr1QT.jpg;Red-Youth-Basis-Short-Sleeve-Tee-A.jpg;Red-Youth-Basis-Short-Sleeve-Tee-B.jpg;Red-Youth-Basis-Short-Sleeve-Tee-C.jpg;Red-Youth-Basis-Short-Sleeve-Tee-E.jpg;Red-Youth-Basis-Short-Sleeve-Tee-F.jpg;Biscuit-Youth-Basis-Short-Sleeve-Tee-A.jpg;Biscuit-Youth-Basis-Short-Sleeve-Tee-B.jpg;Biscuit-Youth-Basis-Short-Sleeve-Tee-C.jpg;Biscuit-Youth-Basis-Short-Sleeve-Tee-E.jpg;Biscuit-Youth-Basis-Short-Sleeve-Tee-F.jpg,new colour
X1002K,White;Black;Grey Marle,4;6;8,,Kids Basis Long Sleeve Tee,"{'sizes': '4, 6, 8', 'fabric': ['100% Cotton Combed Single Jersey', '185gsm', 'Cold machine wash. Wash with like colours.Do not bleach. Do not tumble dry. Line dry in shade. Low iron on reverse. Do not dry clean.'], 'features': ['Same solid fit, a bit more sleeve. The Basis Long Sleeve Tee is laidback comfort meets clean, classic design. Made with breathable 185gsm cotton and finished with ribbed cuffs and a set-in sleeve, it’s a staple that works with anything. Easy to style, easy to rely on. Your new cool-weather essential.', 'Ribbed crew neck with set-in long sleeve.']}","Sizes: 4, 6, 8; Fabric: 100% Cotton Combed Single Jersey,185gsm,Cold machine wash. Wash with like colours.Do not bleach. Do not tumble dry. Line dry in shade. Low iron on reverse. Do not dry clean.; Features: Same solid fit, a bit more sleeve. The Basis Long Sleeve Tee is laidback comfort meets clean, classic design. Made with breathable 185gsm cotton and finished with ribbed cuffs and a set-in sleeve, its a staple that works with anything. Easy to style, easy to rely on. Your new cool-weather essential.,Ribbed crew neck with set-in long sleeve.; ",White-Kids-Basis-Long-Sleeve-Tee-A.jpg,White-Kids-Basis-Long-Sleeve-Tee-A.jpg;White-Kids-Basis-Long-Sleeve-Tee-E.jpg;White-Kids-Basis-Long-Sleeve-Tee-F.jpg;Black-Kids-Basis-Long-Sleeve-Tee-A_DQiD2hM.jpg;Black-Kids-Basis-Long-Sleeve-Tee-E.jpg;Black-Kids-Basis-Long-Sleeve-Tee-F.jpg;Grey-Marle-Kids-Basis-Long-Sleeve-Tee-A.jpg;Grey-Marle-Kids-Basis-Long-Sleeve-Tee-E.jpg;Grey-Marle-Kids-Basis-Long-Sleeve-Tee-F.jpg,normal
X1002M,Army;Ecru;White;Black;Navy;Grey Marle,S;M;L;XL;2XL;3XL;4XL;5XL,,Mens Basis Long Sleeve Tee,"{'sizes': 'S - 5XL', 'fabric': ['100% Cotton Combed Single Jersey', '185gsm', 'Cold machine wash. Wash with like colours.Do not bleach. Do not tumble dry. Line dry in shade. Low iron on reverse. Do not dry clean.'], 'features': ['Same solid fit, a bit more sleeve. The Basis Long Sleeve Tee is laidback comfort meets clean, classic design. Made with breathable 185gsm cotton and finished with ribbed cuffs and a set-in sleeve, it’s a staple that works with anything. Easy to style, easy to rely on. Your new cool-weather essential.', 'Ribbed crew neck with set-in long sleeve.']}","Sizes: S - 5XL; Fabric: 100% Cotton Combed Single Jersey,185gsm,Cold machine wash. Wash with like colours.Do not bleach. Do not tumble dry. Line dry in shade. Low iron on reverse. Do not dry clean.; Features: Same solid fit, a bit more sleeve. The Basis Long Sleeve Tee is laidback comfort meets clean, classic design. Made with breathable 185gsm cotton and finished with ribbed cuffs and a set-in sleeve, its a staple that works with anything. Easy to style, easy to rely on. Your new cool-weather essential.,Ribbed crew neck with set-in long sleeve.; ",Army-Mens-Basis-Long-Sleeve-Tee-A_fO5TszO.jpg,Army-Mens-Basis-Long-Sleeve-Tee-A_fO5TszO.jpg;Army-Mens-Basis-Long-Sleeve-Tee-E_JXhcvHh.jpg;Army-Mens-Basis-Long-Sleeve-Tee-F_LEtXP8p.jpg;Ecru-Mens-Basis-Long-Sleeve-Tee-A.jpg;Ecru-Mens-Basis-Long-Sleeve-Tee-E_PCBcm2h.jpg;Ecru-Mens-Basis-Long-Sleeve-Tee-F_c7v96VA.jpg;White-Mens-Basis-Long-Sleeve-Tee-A.jpg;White-Mens-Basis-Long-Sleeve-Tee-E_GnGxyQd.jpg;White-Mens-Basis-Long-Sleeve-Tee-F_u99JfwY.jpg;Black-Mens-Basis-Long-Sleeve-Tee-A_C9ANMyr.jpg;Black-Mens-Basis-Long-Sleeve-Tee-B_mIaU4gv.jpg;Black-Mens-Basis-Long-Sleeve-Tee-C_BlGFUzJ.jpg;Black-Mens-Basis-Long-Sleeve-Tee-E_Grhau4j.jpg;Black-Mens-Basis-Long-Sleeve-Tee-F_LjXM5rp.jpg;Navy-Mens-Basis-Long-Sleeve-Tee-A.jpg;Navy-Mens-Basis-Long-Sleeve-Tee-E_wj3O65s.jpg;Navy-Mens-Basis-Long-Sleeve-Tee-F_Y319OhB.jpg;Grey-Marle-Mens-Basis-Long-Sleeve-Tee-A.jpg;Grey-Marle-Mens-Basis-Long-Sleeve-Tee-E_gXCt5Ft.jpg;Grey-Marle-Mens-Basis-Long-Sleeve-Tee-F_TTXIVix.jpg,normal
X1002W,Grey Marle;White;Ecru;Black,XS;S;M;L;XL;2XL,,Womens Basis Long Sleeve Tee,"{'sizes': 'XS - 2XL', 'fabric': ['100% Cotton Combed Single Jersey', '185gsm', 'Cold machine wash. Wash with like colours.Do not bleach. Do not tumble dry. Line dry in shade. Low iron on reverse. Do not dry clean.'], 'features': ['Same solid fit, a bit more sleeve. The Basis Long Sleeve Tee is laidback comfort meets clean, classic design. Made with breathable 185gsm cotton and finished with ribbed cuffs and a set-in sleeve, it’s a staple that works with anything. Easy to style, easy to rely on. Your new cool-weather essential.', 'Ribbed crew neck with set-in long sleeve.']}","Sizes: XS - 2XL; Fabric: 100% Cotton Combed Single Jersey,185gsm,Cold machine wash. Wash with like colours.Do not bleach. Do not tumble dry. Line dry in shade. Low iron on reverse. Do not dry clean.; Features: Same solid fit, a bit more sleeve. The Basis Long Sleeve Tee is laidback comfort meets clean, classic design. Made with breathable 185gsm cotton and finished with ribbed cuffs and a set-in sleeve, its a staple that works with anything. Easy to style, easy to rely on. Your new cool-weather essential.,Ribbed crew neck with set-in long sleeve.; ",Grey-Marle-Womens-Basis-Long-Sleeve-Tee-A.jpg,Grey-Marle-Womens-Basis-Long-Sleeve-Tee-A.jpg;Grey-Marle-Womens-Basis-Long-Sleeve-Tee-D.jpg;Grey-Marle-Womens-Basis-Long-Sleeve-Tee-E.jpg;White-Womens-Basis-Long-Sleeve-Tee-A.jpg;White-Womens-Basis-Long-Sleeve-Tee-D.jpg;White-Womens-Basis-Long-Sleeve-Tee-E.jpg;Ecru-Womens-Basis-Long-Sleeve-Tee-A.jpg;Ecru-Womens-Basis-Long-Sleeve-Tee-D.jpg;Ecru-Womens-Basis-Long-Sleeve-Tee-E.jpg;Black-Womens-Basis-Long-Sleeve-Tee-B_tPCfjAT.jpg;Black-Womens-Basis-Long-Sleeve-Tee-C_nh52KHx.jpg;Black-Womens-Basis-Long-Sleeve-Tee-A_t2p9FmK.jpg;Black-Womens-Basis-Long-Sleeve-Tee-D_GGDlCoV.jpg;Black-Womens-Basis-Long-Sleeve-Tee-E_7px5Yme.jpg,normal
X1002Y,White;Black;Grey Marle,10;12;14;16,,Youth Basis Long Sleeve Tee,"{'sizes': '10, 12, 14, 16', 'fabric': ['100% Cotton Combed Single Jersey', '185gsm', 'Cold machine wash. Wash with like colours.Do not bleach. Do not tumble dry. Line dry in shade. Low iron on reverse. Do not dry clean.'], 'features': ['Same solid fit, a bit more sleeve. The Basis Long Sleeve Tee is laidback comfort meets clean, classic design. Made with breathable 185gsm cotton and finished with ribbed cuffs and a set-in sleeve, it’s a staple that works with anything. Easy to style, easy to rely on. Your new cool-weather essential.', 'Ribbed crew neck with set-in long sleeve.']}","Sizes: 10, 12, 14, 16; Fabric: 100% Cotton Combed Single Jersey,185gsm,Cold machine wash. Wash with like colours.Do not bleach. Do not tumble dry. Line dry in shade. Low iron on reverse. Do not dry clean.; Features: Same solid fit, a bit more sleeve. The Basis Long Sleeve Tee is laidback comfort meets clean, classic design. Made with breathable 185gsm cotton and finished with ribbed cuffs and a set-in sleeve, its a staple that works with anything. Easy to style, easy to rely on. Your new cool-weather essential.,Ribbed crew neck with set-in long sleeve.; ",White-Youth-Basis-Long-Sleeve-Tee-A_fepAKh0.jpg,White-Youth-Basis-Long-Sleeve-Tee-A_fepAKh0.jpg;White-Youth-Basis-Long-Sleeve-Tee-E.jpg;White-Youth-Basis-Long-Sleeve-Tee-F.jpg;Black-Youth-Basis-Long-Sleeve-Tee-A_AdLkANV.jpg;Black-Youth-Basis-Long-Sleeve-Tee-E.jpg;Black-Youth-Basis-Long-Sleeve-Tee-F.jpg;Grey-Marle-Youth-Basis-Long-Sleeve-Tee-A_pB5lPYO.jpg;Grey-Marle-Youth-Basis-Long-Sleeve-Tee-E.jpg;Grey-Marle-Youth-Basis-Long-Sleeve-Tee-F.jpg,normal
