style,colors,size,category,short_description,long_description,stringified_description,worn_image,basicimg,sale_status
RGS312L,Black;Charcoal;Navy,10;12;14;16;18;20;4;6;8;24;26;22,cool stretch;biz separates;skirts;skirt;business;retail uniforms;event promotional;female;separate suiting;mix and match;suiting;cool stretch plain,Womens Cool Stretch Mid-waist Pencil Skirt,"{'sizes': ['4 - 26. (AUS/NZ)'], 'fabric': ['92% Polyester 8% Bamboo Charcoal.', 'Versatile and durable suiting fabric.', 'Breathable fabric perfect for warmer climates keeping you cool and dry.', 'Mechanical stretch for extra comfort and anti-bacterial finish to eliminate odour.'], 'features': ['A modern Cool Stretch mid-waist pencil skirt with encased elastic on waistband sides.', 'Designed to finish at the knee.', 'Concealed back zip and hem split.', 'No pockets for a clean look.']}","Sizes: 4 - 26. (AUS/NZ); Fabric: 92% Polyester 8% Bamboo Charcoal.,Versatile and durable suiting fabric.,Breathable fabric perfect for warmer climates keeping you cool and dry.,Mechanical stretch for extra comfort and anti-bacterial finish to eliminate odour.; Features: A modern Cool Stretch mid-waist pencil skirt with encased elastic on waistband sides.,Designed to finish at the knee.,Concealed back zip and hem split.,No pockets for a clean look.; ",RGS312L_bProduct_Black_02_8BaFMC5.jpg,RGS312L_bProduct_Black_02_8BaFMC5.jpg;RGS312L_bProduct_Black_01_1VnXZBc.jpg;RGS312L_Talent_Black_01_I05iLht.jpg;RGS312L_bProduct_Charcoal_01_GR0uhOn.jpg;RGS312L_bProduct_Charcoal_02_h1bMyBR.jpg;RGS312L_bProduct_Navy_01_3POku0j.jpg;RGS312L_bProduct_Navy_02_96sxO4k.jpg,normal
RGS403L,Navy Dusk;Pencil Black,10;12;14;16;20;22;24;26;4;6;8;18,suiting;skirts,Womens Renew Functional Pencil Skirt,"{'sizes': '4 - 26', 'fabric': ""Renew Suiting: 77% Recycled Polyester, 20% Viscose, 3% Elastane; A lightweight fabric that's engineered to be an easy-care, machine wash-and-wear fabric with minimal creasing. Made for ease and versatility for when you are on the go. A conscious product choice, with 77% made from post-consumer recycled polyester. "", 'features': ['Designed to sit mid waist', ' Internal side elastic for a clean look through the front and back', ' Utility loop in the right-hand side pocket', ' No belt loops for a clean finish', ' 2 Angled front side pockets, eliminates any gaping', ' Concealed centre back zip for a clean finish', ' Designed to finish at the knee', ' Back pleat for movement']}","Sizes: 4 - 26; Fabric: Renew Suiting: 77% Recycled Polyester, 20% Viscose, 3% Elastane; A lightweight fabric that's engineered to be an easy-care, machine wash-and-wear fabric with minimal creasing. Made for ease and versatility for when you are on the go. A conscious product choice, with 77% made from post-consumer recycled polyester. ; Features: Designed to sit mid waist, Internal side elastic for a clean look through the front and back, Utility loop in the right-hand side pocket, No belt loops for a clean finish, 2 Angled front side pockets, eliminates any gaping, Concealed centre back zip for a clean finish, Designed to finish at the knee, Back pleat for movement; ",RGS403L_bProduct_NavyDusk_01.jpg,RGS403L_bProduct_NavyDusk_01.jpg;RGS403L_bProduct_NavyDusk_02.jpg;RGS403L_bProduct_PencilBlack_02.jpg;RGS403L_bProduct_PencilBlack_01.jpg;RGS403L_Talent_PencilBlack_01_1AY1djq.jpg;RGS403L_Talent_PencilBlack_02_COTTfYy.jpg,normal
RJ400L,Pencil Black;Navy Dusk,10;12;14;16;18;20;22;4;6;8,smart casual;suiting,Womens Renew Double Breasted Longline Jacket,"{'sizes': '4 - 22', 'fabric': ""Renew Suiting: 77% Recycled Polyester, 20% Viscose, 3% Elastane; A lightweight fabric that's engineered to be an easy-care, machine wash-and-wear fabric with minimal creasing. Made for ease and versatility for when you are on the go. A conscious product choice, with 77% made from post-consumer recycled polyester. "", 'features': ['Designed to be a relaxed longline fit, depending on your body shape, jacket may appear oversized', ' Double breasted closure at front', ' 2 Front jet pockets with flaps', ' Fully lined with internal pockets', ' Contrast lining inside sleeve', ' Single centre back vent', ' Internal zip for embroidery', ' Cuff buttons are functional, allowing for sleeves to be rolled up']}","Sizes: 4 - 22; Fabric: Renew Suiting: 77% Recycled Polyester, 20% Viscose, 3% Elastane; A lightweight fabric that's engineered to be an easy-care, machine wash-and-wear fabric with minimal creasing. Made for ease and versatility for when you are on the go. A conscious product choice, with 77% made from post-consumer recycled polyester. ; Features: Designed to be a relaxed longline fit, depending on your body shape, jacket may appear oversized, Double breasted closure at front, 2 Front jet pockets with flaps, Fully lined with internal pockets, Contrast lining inside sleeve, Single centre back vent, Internal zip for embroidery, Cuff buttons are functional, allowing for sleeves to be rolled up; ",RJ400L_bProduct_PencilBlack_02.jpg,RJ400L_bProduct_PencilBlack_02.jpg;RJ400L_bProduct_PencilBlack_01.jpg;RJ400L_Talent_PencilBlack_01_s6dN8cc.jpg;RJ400L_bProduct_NavyDusk_02.jpg;RJ400L_bProduct_NavyDusk_01.jpg;RJ400L_Talent_NavyDusk_01_DRcSvVk.jpg;RJ400L_Talent_NavyDusk_02_rq0VgD8.jpg;RJ400L_Talent_NavyDusk_03_29LBo71.jpg,normal
RJ401L,Navy Dusk;Pencil Black,14;16;18;20;22;24;26;30;4;6;8;12;10;28,smart casual;suiting,Womens Renew Single Button Mid Length Jacket,"{'sizes': '4 - 30', 'fabric': ""Renew Suiting: 77% Recycled Polyester, 20% Viscose, 3% Elastane; A lightweight fabric that's engineered to be an easy-care, machine wash-and-wear fabric with minimal creasing. Made for ease and versatility for when you are on the go. A conscious product choice, with 77% made from post-consumer recycled polyester. "", 'features': ['Single button opening', ' 2 Front jet pockets with flaps', ' Front waist darts for a more tailored look', ' Fully lined with internal pockets', ' Contrast lining inside sleeve', ' Internal zip for embroidery', ' Cuff buttons are not functional']}","Sizes: 4 - 30; Fabric: Renew Suiting: 77% Recycled Polyester, 20% Viscose, 3% Elastane; A lightweight fabric that's engineered to be an easy-care, machine wash-and-wear fabric with minimal creasing. Made for ease and versatility for when you are on the go. A conscious product choice, with 77% made from post-consumer recycled polyester. ; Features: Single button opening, 2 Front jet pockets with flaps, Front waist darts for a more tailored look, Fully lined with internal pockets, Contrast lining inside sleeve, Internal zip for embroidery, Cuff buttons are not functional; ",RJ401L_bProduct_NavyDusk_02.jpg,RJ401L_bProduct_NavyDusk_02.jpg;RJ401L_bProduct_NavyDusk_01.jpg;RJ401L_Talent_NavyDusk_01_YtXJH1b.jpg;RJ401L_bProduct_PencilBlack_02.jpg;RJ401L_bProduct_PencilBlack_01.jpg;RJ401L_Talent_PencilBlack_01_zMLZIKO.jpg;RJ401L_Talent_PencilBlack_02_WHOSGIB.jpg,normal
RJ401M,Pencil Black;Navy Dusk,102;107;112;117;122;127;132;137;142;87;92;97,smart casual;suiting,Mens Renew City Fit Jacket,"{'sizes': '87R - 142R', 'fabric': ""Renew Suiting: 77% Recycled Polyester, 20% Viscose, 3% Elastane; A lightweight fabric that's engineered to be an easy-care, machine wash-and-wear fabric with minimal creasing. Made for ease and versatility for when you are on the go. A conscious product choice, with 77% made from post-consumer recycled polyester. "", 'features': ['City fit - designed to provide some shape', ' 2 Button opening', ' 2 Front jet pockets with flaps', ' Center back vent', ' Fully lined with internal pockets and an action pleat inside to allow for movement', ' Contrast lining inside sleeve', ' Internal zip for embroidery', ' Cuff buttons are not functional']}","Sizes: 87R - 142R; Fabric: Renew Suiting: 77% Recycled Polyester, 20% Viscose, 3% Elastane; A lightweight fabric that's engineered to be an easy-care, machine wash-and-wear fabric with minimal creasing. Made for ease and versatility for when you are on the go. A conscious product choice, with 77% made from post-consumer recycled polyester. ; Features: City fit - designed to provide some shape, 2 Button opening, 2 Front jet pockets with flaps, Center back vent, Fully lined with internal pockets and an action pleat inside to allow for movement, Contrast lining inside sleeve, Internal zip for embroidery, Cuff buttons are not functional; ",RJ401M_bProduct_PencilBlack_02.jpg,RJ401M_bProduct_PencilBlack_02.jpg;RJ401M_bProduct_PencilBlack_01.jpg;RJ401M_Talent_PencilBlack_03_a6fzwuZ.jpg;RJ401M_Talent_PencilBlack_01_urm1nv5.jpg;RJ401M_Talent_PencilBlack_02_banET1Y.jpg;RJ401M_Talent_PencilBlack_04_c7h1IBg.jpg;RJ401M_Talent_PencilBlack_05_wzd81n7.jpg;RJ401M_Talent_PencilBlack_06_KiTreCu.jpg;RJ401M_Talent_PencilBlack_07_Tqj8i30.jpg;RJ401M_bProduct_NavyDusk_02.jpg;RJ401M_bProduct_NavyDusk_01.jpg;RJ401M_Talent_NavyDusk_05_EbDQ8SI.jpg;RJ401M_Talent_NavyDusk_01_0YLBHUP.jpg;RJ401M_Talent_NavyDusk_02_CoB3UHH.jpg;RJ401M_Talent_NavyDusk_06_N1jXo56.jpg;RJ401M_Talent_NavyDusk_03_nDteicd.jpg;RJ401M_Talent_NavyDusk_04_1l9Eoxm.jpg,normal
RJK265L,Black;Navy,2XL;M;S;XL;XS;L,melbourne;jacket;outerwear;agriculture;jackets,Womens Melbourne Comfort Jacket,"{'sizes': ['XS - 2XL'], 'fabric': ['Shell: 45% Cotton, 44% Polyester, 11% Nylon, with water repellent finish suitable for light showers and soft peached finish', 'Trims: 100% Polyester', 'Filling: 100% Polyester, light-weight'], 'features': ['A timeless piece with medium weight filling that is perfect for the cooler months on the road or in the office', 'Soft brushed fabric provides a premium look and soft hand feel', 'The Melbourne Jacket is ideal for those after an alternative to Bonded Polar Fleece Jackets', 'Refer to stylesheet for full features of garment']}","Sizes: XS - 2XL; Fabric: Shell: 45% Cotton, 44% Polyester, 11% Nylon, with water repellent finish suitable for light showers and soft peached finish,Trims: 100% Polyester,Filling: 100% Polyester, light-weight; Features: A timeless piece with medium weight filling that is perfect for the cooler months on the road or in the office,Soft brushed fabric provides a premium look and soft hand feel,The Melbourne Jacket is ideal for those after an alternative to Bonded Polar Fleece Jackets,Refer to stylesheet for full features of garment; ",RJK265L_bProduct_Black_02_2OWt7IN.jpg,RJK265L_bProduct_Black_02_2OWt7IN.jpg;RJK265L_bProduct_Black_01_N6lESwr.jpg;RJK265L_Talent_Black_01_NZLQHeN.jpg;RJK265L_bProduct_Navy_02_e7vNI1z.jpg;RJK265L_bProduct_Navy_01_qKSm2kv.jpg;RJK265L_Talent_Navy_01_5qR0x19.jpg,normal
RJK265M,Black;Navy,2XL;3XL;L;M;S;XL;5XL,melbourne;jacket;outerwear;agriculture;jackets,Mens Melbourne Comfort Jacket,"{'sizes': ['S – 3XL, 5XL'], 'fabric': ['Shell: 45% Cotton, 44% Polyester, 11% Nylon, with water repellent finish suitable for light showers and soft peached finish', 'Trims: 100% Polyester', 'Filling: 100% Polyester, light-weight'], 'features': ['A timeless piece with medium weight filling that is perfect for the cooler months on the road or in the office', 'Soft brushed fabric provides a premium look and soft hand feel', 'The Melbourne Jacket is ideal for those after an alternative to Bonded Polar Fleece Jackets', 'Refer to stylesheet for full features of garment']}","Sizes: S  3XL, 5XL; Fabric: Shell: 45% Cotton, 44% Polyester, 11% Nylon, with water repellent finish suitable for light showers and soft peached finish,Trims: 100% Polyester,Filling: 100% Polyester, light-weight; Features: A timeless piece with medium weight filling that is perfect for the cooler months on the road or in the office,Soft brushed fabric provides a premium look and soft hand feel,The Melbourne Jacket is ideal for those after an alternative to Bonded Polar Fleece Jackets,Refer to stylesheet for full features of garment; ",RJK265M_Talent_Black_02_hDXAmw4.jpg,RJK265M_Talent_Black_02_hDXAmw4.jpg;RJK265M_bProduct_Black_02_bpVZ6MX.jpg;RJK265M_bProduct_Black_01_FiKoshQ.jpg;RJK265M_Talent_Black_01_gSKANrO.jpg;RJK265M_bProduct_Navy_02_M7Apsk5.jpg;RJK265M_bProduct_Navy_01_tMpXAPd.jpg;RJK265M_Talent_Navy_01_hVM4NDq.jpg,normal
RJP266M,Navy;Black,2XL;3XL;5XL;L;M;S;XL;XS,osaka;knit;jumper;male;knit jumper;mens;pineapple;knitwear;outerwear;government and council;corporate office;banking and finance;corporate education,Mens Osaka Pineapple Knit Jumper,"{'sizes': ['XS - 3XL, 5XL. (AUS/NZ)'], 'fabric': ['55% Cotton 45% Acrylic, 12 Gauge, Cotton-rich yarn provides breathability and softness.', 'Acrylic provides head-wearing properties and additional warmth.', 'Gentle cycle machine wash warn or hand-wash using gentle detergent.', 'Due to pineapple weave it’s recommended to wash in a mesh bag.'], 'features': ['Knitted from cotton rich yarn, this style features a modern narrow V-neck allowing wearer to style over a t-shirt or shirt.', 'Rib finishing on hem and cuff provides a more tailored fit.', 'Pineapple knit adds textural element to elevate your outfit']}","Sizes: XS - 3XL, 5XL. (AUS/NZ); Fabric: 55% Cotton 45% Acrylic, 12 Gauge, Cotton-rich yarn provides breathability and softness.,Acrylic provides head-wearing properties and additional warmth.,Gentle cycle machine wash warn or hand-wash using gentle detergent.,Due to pineapple weave its recommended to wash in a mesh bag.; Features: Knitted from cotton rich yarn, this style features a modern narrow V-neck allowing wearer to style over a t-shirt or shirt.,Rib finishing on hem and cuff provides a more tailored fit.,Pineapple knit adds textural element to elevate your outfit; ",RJP266M_bProduct_Navy_02_N1WBLdL.jpg,RJP266M_bProduct_Navy_02_N1WBLdL.jpg;RJP266M_bProduct_Navy_01_3H54MnK.jpg;RJP266M_Talent_Navy_01_RVcmkCv.jpg;RJP266M_bProduct_Black_02_LRywdwF.jpg;RJP266M_bProduct_Black_01_mhlIwxP.jpg;RJP266M_Talent_Black_01_zewlUbU.jpg;RJP266M_Talent_Black_02_lF0ymKN.jpg,normal
RLC267L,Camel;Navy;Black,XXS;XS;S;M;L;XL;2XL;3XL;4XL,sofia;womens;cardigan;waterfall;knitwear;knit jumper;outerwear,Womens Sofia Waterfall Cardigan,"{'sizes': ['XXS-4XL. (AUS/NZ)'], 'fabric': ['50% Merino Wool 50% Acrylic 200gsm.', 'Wool blend knit provides the perfect blend of warmth, softness and hard-wearing properties.'], 'features': ['Waterfall drapes are centered through the front allowing for the visibility of branding.', 'Wear with chinos or jeans for a smart casual look, or with suiting lowers for a more corporate look.', 'Coordinate Camel with navy or black lowers.', 'Centre back length has been graded according to size. Sizes L to 4XL have a longer back hem to provide extra coverage over hips. Refer to style sheet for further details']}","Sizes: XXS-4XL. (AUS/NZ); Fabric: 50% Merino Wool 50% Acrylic 200gsm.,Wool blend knit provides the perfect blend of warmth, softness and hard-wearing properties.; Features: Waterfall drapes are centered through the front allowing for the visibility of branding.,Wear with chinos or jeans for a smart casual look, or with suiting lowers for a more corporate look.,Coordinate Camel with navy or black lowers.,Centre back length has been graded according to size. Sizes L to 4XL have a longer back hem to provide extra coverage over hips. Refer to style sheet for further details; ",RLC267L_bProduct_Camel_02_YbsACN6.jpg,RLC267L_bProduct_Camel_02_YbsACN6.jpg;RLC267L_bProduct_Camel_01_gjgy1pV.jpg;RLC267L_Talent_Camel_01_aYY91MV.jpg;RLC267L_bProduct_Navy_01_xdNnJq2.jpg;RLC267L_bProduct_Navy_02_A3UnDfP.jpg;RLC267L_bProduct_Black_02_ymPSLXP.jpg;RLC267L_bProduct_Black_01_D77JeZC.jpg;RLC267L_Talent_Black_01_WVfn9sG.jpg;RLC267L_Talent_Black_02_XXcHvsl.jpg,normal
RLC970L,Black;Navy,XXS;XS;M;L;XL;2XL;3XL;4XL;S,cardigans;chelsea;female;women;long sleeve;knitwear;outerwear;government and council;corporate office;banking and finance,Womens Chelsea Longline Cardigan,"{'sizes': ['XXS - 4XL (AUS/NZ)'], 'fabric': ['50% Merino Wool 50% Acrylic 200gsm', 'Wool blend knit provides the perfect blend of warmth, softness and hardwearing properties. Cut and sew garment.'], 'features': ['The ultimate layering cardigan to take you from cold Winters through to air-conditioned Summer offices.', 'Wool blend knit provides the perfect blend of warmth, softness and hard-wearing properties. Machine washable on gentle cycle with wool approved detergent.']}","Sizes: XXS - 4XL (AUS/NZ); Fabric: 50% Merino Wool 50% Acrylic 200gsm,Wool blend knit provides the perfect blend of warmth, softness and hardwearing properties. Cut and sew garment.; Features: The ultimate layering cardigan to take you from cold Winters through to air-conditioned Summer offices.,Wool blend knit provides the perfect blend of warmth, softness and hard-wearing properties. Machine washable on gentle cycle with wool approved detergent.; ",RLC970L_bProduct_Black_02_oJGYYQb.jpg,RLC970L_bProduct_Black_02_oJGYYQb.jpg;RLC970L_bProduct_Black_01_tNUwVxB.jpg;RLC970L_Talent_Black_01_VC4L6Py.jpg;RLC970L_Talent_Black_02_GT3B3ju.jpg;RLC970L_bProduct_Navy_02_tHT9Hk7.jpg;RLC970L_bProduct_Navy_01_Ad68Hex.jpg;RLC970L_Talent_Navy_01_R2HMCzP.jpg,normal
RO571LS,Black,10;12;14;16;18;20;22;24;26;6;8,separates;dresses,Womens Adele Midi Dress,"{'sizes': '6 - 26', 'fabric': '80% Recycled Polyester, 17% Viscose, 3% Elastane', 'features': ['Easy-care, wash and wear', 'Detachable belt', 'Front button opening till waist', 'Placket stitched down from waist to hem', 'Side seam pockets', 'A-line silhouette', 'Matching detachable belt included', '2 Modesty bust buttons', 'Relaxed fit']}","Sizes: 6 - 26; Fabric: 80% Recycled Polyester, 17% Viscose, 3% Elastane; Features: Easy-care, wash and wear,Detachable belt,Front button opening till waist,Placket stitched down from waist to hem,Side seam pockets,A-line silhouette,Matching detachable belt included,2 Modesty bust buttons,Relaxed fit; ",RO571LS_Product_Black_01.jpg,RO571LS_Product_Black_01.jpg;RO571LS_Product_Black_02.jpg;RO571LS_Talent_Black_01_Ecnqixa.jpg;RO571LS_Talent_Black_02_QPteDGh.jpg;RO571LS_Talent_Black_03_qLeiyh1.jpg;RO571LS_Talent_Black_04_Jmf248K.jpg;RO571LS_Talent_Black_05_gNUFcAg.jpg,new style
RS070ML,Storm Blue/White Check;Black/White;White/Storm Blue Check;White/Blue,2XL;3XL;4XL;5XL;L;M;S;XL;XS,shirts;male;men;noah;long sleeve;shirting and tops;mix and match;agriculture,Mens Noah Long Sleeve Shirt,"{'sizes': ['XS - 5XL (AUS/NZ)'], 'fabric': ['100% Cotton yarn dyed check, with easy-care finish up to 20 washes.', 'Breathable and lightweight making it perfect for warmer climates or those after a more cooler shirt. Gentle machine wash and cool iron.'], 'features': ['Whether for work or casual dressing, Noah is the perfect shirt. Pair with chinos or jeans for a smart casual look, or a suit and tie for extra sophistication.', 'Classic fit and comes with a loose chest pocket.']}","Sizes: XS - 5XL (AUS/NZ); Fabric: 100% Cotton yarn dyed check, with easy-care finish up to 20 washes.,Breathable and lightweight making it perfect for warmer climates or those after a more cooler shirt. Gentle machine wash and cool iron.; Features: Whether for work or casual dressing, Noah is the perfect shirt. Pair with chinos or jeans for a smart casual look, or a suit and tie for extra sophistication.,Classic fit and comes with a loose chest pocket.; ",RS070ML_bProduct_StormBlue_WhiteCheck_02_L5dEfav.jpg,RS070ML_bProduct_StormBlue_WhiteCheck_02_L5dEfav.jpg;RS070ML_bProduct_StormBlue_WhiteCheck_01_8m9sl1l.jpg;RS070ML_Talent_StormBlue_WhiteCheck_01_LKkilyv.jpg;RS070ML_bProduct_Black_White_02_FOwz2rT.jpg;RS070ML_bProduct_Black_White_01_zEDBEUk.jpg;RS070ML_Talent_Black_White_01_7uwcmEa.jpg;RS070ML_bProduct_White_StormBlueCheck_02_mTfAnr7.jpg;RS070ML_bProduct_White_StormBlueCheck_01_UjBjm6w.jpg;RS070ML_Talent_White_StormBlueCheck_01_NXkalrF.jpg;RS070ML_bProduct_White_Blue_02_ef5LdW3.jpg;RS070ML_bProduct_White_Blue_01_yFGO2qh.jpg;RS070ML_Talent_White_Blue_01_R.jpg,normal
RS968LL,Black;Blue Chambray;White,4;6;8;10;12;14;16;18;20;22;26;24,shirts;charlie;female;women;long sleeve;business;shirting and tops;mix and match,Womens Charlie Long Sleeve Shirt,"{'sizes': ['4 - 26 (AUS/NZ)'], 'fabric': ['60% Cotton 40% Polyester, with mechanical stretch.', 'Black, Navy, Blue, Silver: 117gsm. White: 130gsm.', 'Black UPF 50+ Excellent. Navy UPF 50 Excellent.', 'White, Blue, Silver UPF 15 Minimum.'], 'features': ['A range of smart casual shirting in modern styles and shapes, suitable for all work environments. Cotton-rich shirting will keep you cool and dry, with mechanical stretch for comfort.', 'Semi-fitted style, with a relaxed fit through the body. Concealed front placket, dart detailing and secret bust button located inside the placket.']}","Sizes: 4 - 26 (AUS/NZ); Fabric: 60% Cotton 40% Polyester, with mechanical stretch.,Black, Navy, Blue, Silver: 117gsm. White: 130gsm.,Black UPF 50+ Excellent. Navy UPF 50 Excellent.,White, Blue, Silver UPF 15 Minimum.; Features: A range of smart casual shirting in modern styles and shapes, suitable for all work environments. Cotton-rich shirting will keep you cool and dry, with mechanical stretch for comfort.,Semi-fitted style, with a relaxed fit through the body. Concealed front placket, dart detailing and secret bust button located inside the placket.; ",RS968LL_bProduct_Black_02_5tj2d8K.jpg,RS968LL_bProduct_Black_02_5tj2d8K.jpg;RS968LL_bProduct_Black_01_vxqUV5I.jpg;RS968LL_bProduct_BlueChambray_01_HRHAKQd.jpg;RS968LL_bProduct_BlueChambray_02_eHJm359.jpg;RS968LL_Talent_White_01_idbe7Gx.jpg;RS968LL_bProduct_White_01_ui221JL.jpg;RS968LL_bProduct_White_02_nTGZpff.jpg,normal
RS968LS,White;Black;Blue Chambray,4;6;8;10;12;14;16;18;20;22;24;26,shirts;charlie;female;women;short sleeve;shirting and tops;mix and match,Womens Charlie Short Sleeve Shirt,"{'sizes': ['4 - 26 (AUS/NZ)'], 'fabric': ['60% Cotton 40% Polyester, with mechanical stretch.', 'Black, Navy, Blue, Silver: 117gsm. White: 130gsm.', 'Black UPF 50+ Excellent. Navy UPF 50 Excellent.', 'White, Blue, Silver UPF 15 Minimum.'], 'features': ['A range of smart casual shirting in modern styles and shapes, suitable for all work environments. Cotton-rich shirting will keep you cool and dry, with mechanical stretch for comfort.', 'Semi-fitted style, with a relaxed fit through the body. Concealed front placket, dart detailing and secret bust button located inside the placket.']}","Sizes: 4 - 26 (AUS/NZ); Fabric: 60% Cotton 40% Polyester, with mechanical stretch.,Black, Navy, Blue, Silver: 117gsm. White: 130gsm.,Black UPF 50+ Excellent. Navy UPF 50 Excellent.,White, Blue, Silver UPF 15 Minimum.; Features: A range of smart casual shirting in modern styles and shapes, suitable for all work environments. Cotton-rich shirting will keep you cool and dry, with mechanical stretch for comfort.,Semi-fitted style, with a relaxed fit through the body. Concealed front placket, dart detailing and secret bust button located inside the placket.; ",RS968LS_bProduct_White_02_TB22HNf.jpg,RS968LS_bProduct_White_02_TB22HNf.jpg;RS968LS_bProduct_White_01_QjiVBnr.jpg;RS968LS_bProduct_Black_02_JzMt5UE.jpg;RS968LS_bProduct_Black_01_Do6QPYt.jpg;RS968LS_Talent_Black_01_ZGfzW1S.jpg;RS968LS_bProduct_BlueChambray_01_vB0lcen.jpg;RS968LS_bProduct_BlueChambray_02_JveS7LJ.jpg,normal
RS968LT,White;Blue Chambray;Black,4;14;18;6;24;26;8;10;12;22;16;20,shirts;charlie;female;women;3/4 sleeve;business;shirting and tops;mix and match;government and council;corporate office;banking and finance,Womens Charlie 3/4 Sleeve Shirt,"{'sizes': ['4 - 26 (AUS/NZ)'], 'fabric': ['60% Cotton 40% Polyester, with mechanical stretch.', 'Black, Navy, Blue, Silver: 117gsm. White: 130gsm.', 'Black UPF 50+ Excellent. Navy UPF 50 Excellent.', 'White, Blue, Silver UPF 15 Minimum.'], 'features': ['A range of smart casual shirting in modern styles and shapes, suitable for all work environments. Cotton-rich shirting will keep you cool and dry, with mechanical stretch for comfort.', 'Semi-fitted style, with a relaxed fit through the body. Concealed front placket, dart detailing and secret bust button located inside the placket.']}","Sizes: 4 - 26 (AUS/NZ); Fabric: 60% Cotton 40% Polyester, with mechanical stretch.,Black, Navy, Blue, Silver: 117gsm. White: 130gsm.,Black UPF 50+ Excellent. Navy UPF 50 Excellent.,White, Blue, Silver UPF 15 Minimum.; Features: A range of smart casual shirting in modern styles and shapes, suitable for all work environments. Cotton-rich shirting will keep you cool and dry, with mechanical stretch for comfort.,Semi-fitted style, with a relaxed fit through the body. Concealed front placket, dart detailing and secret bust button located inside the placket.; ",RS968LT_bProduct_White_01_5ebic89.jpg,RS968LT_bProduct_White_01_5ebic89.jpg;RS968LT_bProduct_White_02_EQ39ZGC.jpg;RS968LT_Talent_White_01_G5cixz9.jpg;RS968LT_bProduct_BlueChambray_02_kzAULXi.jpg;RS968LT_bProduct_BlueChambray_01_bQCsjfG.jpg;RS968LT_Talent_BlueChambray_01_NXkagQH.jpg;RS968LT_bProduct_Black_01_MewgPhc.jpg;RS968LT_bProduct_Black_02_fZAmzon.jpg,normal
RS968ML,Black;Blue Chambray;White,S;M;L;XL;2XL;3XL;4XL;5XL,shirts;charlie;classic fit;male;long sleeve;shirting and tops;mix and match;government and council;corporate office;banking and finance,Mens Charlie Classic Fit Long Sleeve Shirt,"{'sizes': ['S - 5XL (AUS/NZ)'], 'fabric': ['60% Cotton 40% Polyester, with mechanical stretch', 'Black, Navy, Blue, Silver: 117gsm. White: 130gsm.', 'Black UPF 50+ Excellent. Navy UPF 50 Excellent.', 'White, Blue, Silver UPF 15 Minimum.'], 'features': ['A range of smart casual shirting in modern styles available in slim and classic cuts, suitable for all work environments. Cotton-rich shirting will keep you cool and dry, with mechanical stretch for comfort.', 'Subtle modern detailing with white buttons and self-colour stitching.', 'Classic long and short sleeve styles come with an attached chest pocket. Slim fit shirts come with a loose pocket']}","Sizes: S - 5XL (AUS/NZ); Fabric: 60% Cotton 40% Polyester, with mechanical stretch,Black, Navy, Blue, Silver: 117gsm. White: 130gsm.,Black UPF 50+ Excellent. Navy UPF 50 Excellent.,White, Blue, Silver UPF 15 Minimum.; Features: A range of smart casual shirting in modern styles available in slim and classic cuts, suitable for all work environments. Cotton-rich shirting will keep you cool and dry, with mechanical stretch for comfort.,Subtle modern detailing with white buttons and self-colour stitching.,Classic long and short sleeve styles come with an attached chest pocket. Slim fit shirts come with a loose pocket; ",RS968ML_bProduct_Black_01_nUhZkKF.jpg,RS968ML_bProduct_Black_01_nUhZkKF.jpg;RS968ML_Talent_Black_01_fF8latF.jpg;RS968ML_bProduct_Black_02_9mEajB6.jpg;RS968ML_bProduct_BlueChambray_01_JW0P3QG.jpg;RS968ML_bProduct_BlueChambray_02_t5rjBLx.jpg;RS968ML_bProduct_White_02_hYCOF1H.jpg;RS968ML_Talent_White_01_Bo3KTHL.jpg;RS968ML_bProduct_White_01_x10pVOF.jpg,normal
