style,colors,size,category,short_description,long_description,stringified_description,worn_image,basicimg,sale_status
FAB4,Grey,FRE,fabric packs;male,Mens Rococo Textured Yarn Dyed Stretch Suiting,"{'sizes': ['5 Metres'], 'fabric': ['72% Polyester 24% Viscose 4% Elastane'], 'features': ['Textured yarn dyed stretch', 'Fabric packs consist of 5 metre lengths of fabric to enable you to create your own garments outside of our size range', 'Please remember to nominate the colour that you require']}","Sizes: 5 Metres; Fabric: 72% Polyester 24% Viscose 4% Elastane; Features: Textured yarn dyed stretch,Fabric packs consist of 5 metre lengths of fabric to enable you to create your own garments outside of our size range,Please remember to nominate the colour that you require; ",FAB_Rococo.jpg,FAB_Rococo.jpg,normal
FAB5,Charcoal,FRE,fabric packs;male,Mens Rococo Knit Soft Suiting,"{'sizes': ['5 Metres'], 'fabric': ['74% Polyester 22% Viscose 4% Elastane'], 'features': ['Knit soft suiting fabric', 'Fabric packs consist of 5 metre lengths of fabric to enable you to create your own garments outside of our size range', 'Please remember to nominate the colour that you require']}","Sizes: 5 Metres; Fabric: 74% Polyester 22% Viscose 4% Elastane; Features: Knit soft suiting fabric,Fabric packs consist of 5 metre lengths of fabric to enable you to create your own garments outside of our size range,Please remember to nominate the colour that you require; ",FAB_RococoSS.jpg,FAB_RococoSS.jpg,normal
LIN1,Black;Navy;Charcoal,FRE,fabric packs;male,Mens Stretch Lining,"{'sizes': [], 'fabric': [], 'features': []}",Sizes: ; Fabric: ; Features: ; ,FAB_LIN1_Black.jpg,FAB_LIN1_Black.jpg;FAB_LIN1_Navy.jpg;FAB_LIN1_Charcoal.jpg,normal
RA268U,Navy/Brown;Black/Black,2XL;4XL;L;S,accessory;unisex;belt;casual;braid;accessories;belts;mix and match;corporate hospitality;agriculture;separates,Unisex Casual Belt,"{'sizes': ['S, L, 2XL, 4XL (AUS/NZ)'], 'fabric': ['5% Polypropylene 25% Elastane Braided stretch belt, with leather trim and metal buckle hardware.'], 'features': ['No pin holes – insert prong into braided part of belt.', 'Second loop to secure belt tip.', 'Tear away care label', 'Packaged in recycled cardboard box.', 'Designed to be worn with jeans, chinos and other casual lowers.']}","Sizes: S, L, 2XL, 4XL (AUS/NZ); Fabric: 5% Polypropylene 25% Elastane Braided stretch belt, with leather trim and metal buckle hardware.; Features: No pin holes  insert prong into braided part of belt.,Second loop to secure belt tip.,Tear away care label,Packaged in recycled cardboard box.,Designed to be worn with jeans, chinos and other casual lowers.; ",RA268U_Talent_Navy_Brown_01.jpg,RA268U_Talent_Navy_Brown_01.jpg;RA268U_bProduct_Navy_Brown_01_1haRC8T.jpg;RA268U_bProduct_Black_Black_01_NohWXgq.jpg,normal
RA572M,Black,127;97,accessories;separates,Mens Leather Belt,"{'sizes': '97, 127', 'fabric': 'Grained leather with silver metal buckle fastening', 'features': ['Detachable buckle allows belt to be cut to perfect length', 'Tear away care label; Packaged in recycled cardboard box; Designed to be worn both with casual and formal lowers']}","Sizes: 97, 127; Fabric: Grained leather with silver metal buckle fastening; Features: Detachable buckle allows belt to be cut to perfect length,Tear away care label; Packaged in recycled cardboard box; Designed to be worn both with casual and formal lowers; ",RA572M_Product_Black_01.jpg,RA572M_Product_Black_01.jpg;RA572M_Talent_Black_00.jpg,new style
RA972L,Black,2XL;L;M;S;XL;XS;3XL,accessories;belts;female;women;business;separates;mix and match,Womens Leather Belt,"{'sizes': ['S - 3XL'], 'fabric': ['Leather belt.'], 'features': ['Leather with metal buckle. Size small is suitable for XS - S sizes.']}",Sizes: S - 3XL; Fabric: Leather belt.; Features: Leather with metal buckle. Size small is suitable for XS - S sizes.; ,RA972L_Talent_Black_01_eyOMRhe.jpg,RA972L_Talent_Black_01_eyOMRhe.jpg;RA972L_Product_Black_01.jpg,normal
RB260LN,Black;Navy;Cobalt;Storm Blue,10;12;14;16;18;20;4;6;8,seville;women;sleeveless;blouse;blouses;shirting and tops;mix and match;tops,Womens Seville Sleeveless Layered Blouse,"{'sizes': ['4 - 20. (AUS/NZ)'], 'fabric': ['100% Polyester Georgette.', 'Luxurious lightweight breezy Georgette fabric with a subtle surface texture and soft drape.', 'Easy-care, cold machine wash on gentle cycle in wash bag.', 'Wash with like colours, do not bleach, do not tumble dry.', 'Cool iron if required.'], 'features': ['A staple in any summer wardrobe, made from a luxurious lightweight breezy Georgette fabric.', 'Seville features double layered fabric with back keyhole opening.', 'Relaxed fit, designed to be worn out.']}","Sizes: 4 - 20. (AUS/NZ); Fabric: 100% Polyester Georgette.,Luxurious lightweight breezy Georgette fabric with a subtle surface texture and soft drape.,Easy-care, cold machine wash on gentle cycle in wash bag.,Wash with like colours, do not bleach, do not tumble dry.,Cool iron if required.; Features: A staple in any summer wardrobe, made from a luxurious lightweight breezy Georgette fabric.,Seville features double layered fabric with back keyhole opening.,Relaxed fit, designed to be worn out.; ",RB260LN_bProduct_Black_02_1n6M6hJ.jpg,RB260LN_bProduct_Black_02_1n6M6hJ.jpg;RB260LN_bProduct_Black_01_D6I34Gi.jpg;RB260LN_bProduct_Navy_02_mwVXKmc.jpg;RB260LN_bProduct_Navy_01_wOXT3Xy.jpg;RB260LN_Talent_Navy_01_ORkB3TJ.jpg;RB260LN_Talent_Navy_02_75rohry.jpg;RB260LN_bProduct_Cobalt_02_N4hjuSu.jpg;RB260LN_bProduct_Cobalt_01_zYiZxyQ.jpg;RB260LN_Talent_Cobalt_01_3HCTfpB.jpg;RB260LN_bProduct_StormBlue_02_nVfH5XM.jpg;RB260LN_bProduct_StormBlue_01_b455IPL.jpg;RB260LN_Talent_StormBlue_01_qG1Ak84.jpg,normal
RB261LS,Cobalt;Storm Blue;Black;Navy,10;12;14;16;18;20;22;24;26;4;6;8,vienna;womens;short sleeve;blouse;blouses;shirting and tops;mix and match;tops,Womens Vienna Short Sleeve Blouse,"{'sizes': ['4 - 26. (AUS/NZ)'], 'fabric': ['100% Polyester Georgette.', 'Luxurious lightweight breezy Georgette fabric with a subtle surface texture and soft drape.', 'Easy-care, cold machine wash on gentle cycle in wash bag.', 'Wash with like colours, do not bleach, do not tumble dry.', 'Cool iron if required.'], 'features': ['Designed to sit loosely on the body, Vienna features breezy fluted sleeves and a longer curved back hem for extra coverage.', 'Wear tucked in or out.', 'Dress up under a jacket or wear with chinos for a relaxed look.']}","Sizes: 4 - 26. (AUS/NZ); Fabric: 100% Polyester Georgette.,Luxurious lightweight breezy Georgette fabric with a subtle surface texture and soft drape.,Easy-care, cold machine wash on gentle cycle in wash bag.,Wash with like colours, do not bleach, do not tumble dry.,Cool iron if required.; Features: Designed to sit loosely on the body, Vienna features breezy fluted sleeves and a longer curved back hem for extra coverage.,Wear tucked in or out.,Dress up under a jacket or wear with chinos for a relaxed look.; ",RB261LS_bProduct_Cobalt_02_BhmZ1o9.jpg,RB261LS_bProduct_Cobalt_02_BhmZ1o9.jpg;RB261LS_bProduct_Cobalt_01_3qwv74T.jpg;RB261LS_Talent_Cobalt_01_XrOorM5.jpg;RB261LS_bProduct_StormBlue_02_snByqPn.jpg;RB261LS_bProduct_StormBlue_01_aElOkHo.jpg;RB261LS_Talent_StormBlue_01_Wqm4Xfz.jpg;RB261LS_bProduct_Black_02_3Lhio7c.jpg;RB261LS_bProduct_Black_01_4hDPAqX.jpg;RB261LS_Talent_Black_01_8OHDgxx.jpg;RB261LS_bProduct_Navy_01_QtLy42q.jpg;RB261LS_bProduct_Navy_02_jZrBewA.jpg,normal
RB365L,White;Black;Navy;Cobalt,10;12;14;16;18;20;4;6;8;24;26;22,dahlia;biz separates;blouses;blouse;business;retail uniforms;event promotional;female;separate suiting;mix and match;biz eco;shirting and tops;government and council;corporate office;banking and finance;tops,Womens Dahlia Short Sleeve Blouse,"{'sizes': ['4 - 26. (AUS/NZ)'], 'fabric': ['100% Lenzing Ecovero™', 'This garment is made from EcoVero™ yarn, making for a more sustainable and conscientious product.', 'Due to the nature of the fabric, light press after washing is recommended.', 'Do not steam.', 'Dahlia requires a little extra care to maintain its elegance.'], 'features': ['Combining style and sophistication with its smart collared design and relaxed silhouette this chic blouse can be dressed up or down.', 'Made from sustainable Lenzing Ecovero™, it features double modesty buttons, soft collar and extended sleeve.', 'Style also available in ¾ sleeve.']}","Sizes: 4 - 26. (AUS/NZ); Fabric: 100% Lenzing Ecovero,This garment is made from EcoVero yarn, making for a more sustainable and conscientious product.,Due to the nature of the fabric, light press after washing is recommended.,Do not steam.,Dahlia requires a little extra care to maintain its elegance.; Features: Combining style and sophistication with its smart collared design and relaxed silhouette this chic blouse can be dressed up or down.,Made from sustainable Lenzing Ecovero, it features double modesty buttons, soft collar and extended sleeve.,Style also available in  sleeve.; ",RB365L_bProduct_White_02_omzkPUn.jpg,RB365L_bProduct_White_02_omzkPUn.jpg;RB365L_bProduct_White_01_70qkd3U.jpg;RB365L_bProduct_Black_02_0eQReqt.jpg;RB365L_bProduct_Black_01_BuSZ23H.jpg;RB365L_Talent_Black_01_yPqUohm.jpg;RB365L_bProduct_Navy_02_Z3awweD.jpg;RB365L_bProduct_Navy_01_0EfJDsA.jpg;RB365L_Talent_Navy_01_m9VnGhk.jpg;RB365L_bProduct_Cobalt_01_yVUKAdg.jpg;RB365L_bProduct_Cobalt_02_cZCcnoi.jpg,normal
RB366LT,Cobalt;Black;White;Navy,10;12;14;16;18;20;22;24;26;28;30;4;6;8,dahlia;biz separates;blouses;blouse;business;retail uniforms;event promotional;female;separate suiting;mix and match;biz eco;shirting and tops;tops,Womens Dahlia 3/4 Sleeve Blouse,"{'sizes': ['4 - 30. (AUS/NZ)'], 'fabric': ['100% Lenzing Ecovero™', 'This garment is made from EcoVero™ yarn, making for a more sustainable and conscientious product.', 'Due to the nature of the fabric, light press after washing is recommended.', 'Do not steam.', 'Dahlia requires a little extra care to maintain its elegance.'], 'features': ['Combining style and sophistication with its smart collared design and relaxed silhouette this chic blouse can be dressed up or down.', 'Made from sustainable Lenzing Ecovero™, it features double modesty buttons, soft collar and extended sleeve.', 'Style also available in short sleeve.']}","Sizes: 4 - 30. (AUS/NZ); Fabric: 100% Lenzing Ecovero,This garment is made from EcoVero yarn, making for a more sustainable and conscientious product.,Due to the nature of the fabric, light press after washing is recommended.,Do not steam.,Dahlia requires a little extra care to maintain its elegance.; Features: Combining style and sophistication with its smart collared design and relaxed silhouette this chic blouse can be dressed up or down.,Made from sustainable Lenzing Ecovero, it features double modesty buttons, soft collar and extended sleeve.,Style also available in short sleeve.; ",RB366LT_bProduct_Cobalt_02_npAH9Du.jpg,RB366LT_bProduct_Cobalt_02_npAH9Du.jpg;RB366LT_bProduct_Cobalt_01_qiVHUme.jpg;RB366LT_Talent_Cobalt_01_7sFDSrS.jpg;RB366LT_bProduct_Black_01_y7CytGT.jpg;RB366LT_bProduct_Black_02_HkNGTCq.jpg;RB366LT_bProduct_White_02_puSlCuw.jpg;RB366LT_bProduct_White_01_zPabVGu.jpg;RB366LT_Talent_White_01_oPa4YCk.jpg;RB366LT_bProduct_Navy_01_lJe32nA.jpg;RB366LT_bProduct_Navy_02_ezPPuVB.jpg,normal
RB965LT,Navy;Black,4;6;8;10;12;14;16;18;20;24;22;26,blouses;lucy;female;women;3/4 sleeve;shirting and tops;mix and match;tops,Womens Lucy 3/4 Sleeve Blouse,"{'sizes': ['4 - 26 (AUS/NZ)'], 'fabric': ['100% Polyester.', 'Easy-care, machine washable with little to no pressing required.'], 'features': ['Luxurious, lightweight and breezy Georgette fabric with a subtle surface texture and soft drape.', 'A versatile sleeve length and design. Soft elastic cuffs allow you to wear sleeves pushed up for a billowing sleeve effect, or pulled down for a soft drape above the wrist.']}","Sizes: 4 - 26 (AUS/NZ); Fabric: 100% Polyester.,Easy-care, machine washable with little to no pressing required.; Features: Luxurious, lightweight and breezy Georgette fabric with a subtle surface texture and soft drape.,A versatile sleeve length and design. Soft elastic cuffs allow you to wear sleeves pushed up for a billowing sleeve effect, or pulled down for a soft drape above the wrist.; ",RB965LT_bProduct_Navy_02_N6bKspw.jpg,RB965LT_bProduct_Navy_02_N6bKspw.jpg;RB965LT_bProduct_Navy_01_SSp3Pkg.jpg;RB965LT_Talent_Navy_01_UanNJc8.jpg;RB965LT_bProduct_Black_02_dQXfWNE.jpg;RB965LT_bProduct_Black_01_HJItBGX.jpg;RB965LT_Talent_Black_01_Rawb5wi.jpg;RB965LT_Talent_Black_02_q30zd2n.jpg;RB965LT_Talent_Black_03_DswCpOF.jpg,normal
RB966LS,Black;Navy;Storm Blue;Raspberry,4;6;8;10;12;14;16;18;20;24;26;22,blouses;aria;female;women;short sleeve;shirting and tops;mix and match;tops,Womens Aria Fluted Sleeve Blouse,"{'sizes': ['4 - 26 (AUS/NZ)'], 'fabric': ['100% Polyester.', 'Machine wash in garment bag on gentle cycle, with little to no pressing required.'], 'features': ['On trend styling made from a luxurious lightweight breezy Georgette fabric with a beautiful surface texture and soft drape.', 'Easy slip on style top with soft fluted sleeves. Straight hem cut, wear trucked in or out.']}","Sizes: 4 - 26 (AUS/NZ); Fabric: 100% Polyester.,Machine wash in garment bag on gentle cycle, with little to no pressing required.; Features: On trend styling made from a luxurious lightweight breezy Georgette fabric with a beautiful surface texture and soft drape.,Easy slip on style top with soft fluted sleeves. Straight hem cut, wear trucked in or out.; ",RB966LS_bProduct_Black_02_gdIG6Ac.jpg,RB966LS_bProduct_Black_02_gdIG6Ac.jpg;RB966LS_bProduct_Black_01_QiWizn6.jpg;RB966LS_Talent_Black_01_iItvTbX.jpg;RB966LS_bProduct_Navy_02_uUwxq46.jpg;RB966LS_bProduct_Navy_01_IKeIqqs.jpg;RB966LS_Talent_Navy_01_btuq7UQ.jpg;RB966LS_bProduct_StormBlue_02_BUq4aFy.jpg;RB966LS_bProduct_StormBlue_01_lMGlzDg.jpg;RB966LS_Talent_StormBlue_01_fInPUTE.jpg;RB966LS_bProduct_Raspberry_01_nw9TiFc.jpg;RB966LS_bProduct_Raspberry_02_dkzhDG1.jpg;RB966LS_Talent_Raspberry_01_2jm8Z8p.jpg,normal
RB967LS,Aqua;Navy;Dusty Rose;Silver;Raspberry;Black,4;6;8;10;12;14;16;18;20;24;26;22,blouses;female;women;short sleeve;shirting and tops;mix and match;customer service;corporate hospitality;corporate education;tops,Womens Kayla V-Neck Pleat Blouse,"{'sizes': ['4 - 26 (AUS/NZ)'], 'fabric': ['100% Polyester.', 'Treat fabric with a little extra care for longevity of garment.', 'Machine wash in garment bag on gentle cycle. Wash with like colours, cool iron if required. Keep away from sharp jewellery to avoid any snagging.'], 'features': ['Silk-like hand feel, with a hint of lustre for added sophistication. High twist and high density yarn ensures no static cling.', 'Cap sleeves, with front and back pleat detailing and longer curved back hem.', 'Perfect worn out with slim leg pants.']}","Sizes: 4 - 26 (AUS/NZ); Fabric: 100% Polyester.,Treat fabric with a little extra care for longevity of garment.,Machine wash in garment bag on gentle cycle. Wash with like colours, cool iron if required. Keep away from sharp jewellery to avoid any snagging.; Features: Silk-like hand feel, with a hint of lustre for added sophistication. High twist and high density yarn ensures no static cling.,Cap sleeves, with front and back pleat detailing and longer curved back hem.,Perfect worn out with slim leg pants.; ",RB967LS_bProduct_Aqua_02_v0VKHUe.jpg,RB967LS_bProduct_Aqua_02_v0VKHUe.jpg;RB967LS_bProduct_Aqua_01_GMDOdRt.jpg;RB967LS_Talent_Aqua_01_46Mym6t.jpg;RB967LS_bProduct_Navy_02_fy3gBw6.jpg;RB967LS_bProduct_Navy_01_oDCALUo.jpg;RB967LS_Talent_Navy_01_2uPQhcn.jpg;RB967LS_bProduct_DustyRose_02_IMLZqJE.jpg;RB967LS_bProduct_DustyRose_01_hMCBAVY.jpg;RB967LS_Talent_DustyRose_01_BVAmrlw.jpg;RB967LS_Product_Silver_02.jpg;RB967LS_Product_Silver_01.jpg;RB967LS_Talent_Silver_01_gLO53K5.jpg;RB967LS_bProduct_Raspberry_02_hEqrdSC.jpg;RB967LS_bProduct_Raspberry_01_5nrBcoS.jpg;RB967LS_Talent_Raspberry_01_QNC6cUA.jpg;RB967LS_bProduct_Black_02_133s6iw.jpg;RB967LS_bProduct_Black_01_EXukF8N.jpg;RB967LS_Talent_Black_01_z9iRWng.jpg,normal
RB973LN,Black;Silver;Dusty Rose;Aqua;Navy;Raspberry,4;6;8;12;14;16;18;20;10,blouses;estelle;female;women;sleeveless;shirting and tops;mix and match;tops,Womens Estelle Sleeveless Pleat Detail Blouse,"{'sizes': ['4 - 20 (AUS/NZ)'], 'fabric': ['100% Polyester.', 'Treat fabric with a little extra care for longevity of garment. Machine wash in garment bag on gentle cycle. Wash with like colours, cool iron if required. Keep away from sharp jewellery to avoid any snagging.'], 'features': ['Silk-like hand feel, with a hint of lustre for added sophistication. High twist and high density yarn ensures no static cling.', 'Front and back pleat detailing with longer curved front and back hem. Perfect worn out with slim leg pants or tucked into skirts and straight leg pants.']}","Sizes: 4 - 20 (AUS/NZ); Fabric: 100% Polyester.,Treat fabric with a little extra care for longevity of garment. Machine wash in garment bag on gentle cycle. Wash with like colours, cool iron if required. Keep away from sharp jewellery to avoid any snagging.; Features: Silk-like hand feel, with a hint of lustre for added sophistication. High twist and high density yarn ensures no static cling.,Front and back pleat detailing with longer curved front and back hem. Perfect worn out with slim leg pants or tucked into skirts and straight leg pants.; ",RB973LN_bProduct_Black_02_SrJFbvt.jpg,RB973LN_bProduct_Black_02_SrJFbvt.jpg;RB973LN_bProduct_Black_01_Vfk4Ye9.jpg;RB973LN_Talent_Black_01_3Ab2SOn.jpg;RB973LN_bProduct_Silver_02_ITBrbGZ.jpg;RB973LN_bProduct_Silver_01_oZoZjWY.jpg;RB973LN_Talent_Silver_01_DxBmyAi.jpg;RB973LN_bProduct_DustyRose_02_aUmgkxP.jpg;RB973LN_bProduct_DustyRose_01_v2v1XZw.jpg;RB973LN_Talent_DustyRose_01_zxmyf2I.jpg;RB973LN_bProduct_Aqua_01_n8BnYlE.jpg;RB973LN_bProduct_Aqua_02_Pi8nAnd.jpg;RB973LN_Talent_Aqua_01_OUx26sk.jpg;RB973LN_bProduct_Navy_02_HLCmS5y.jpg;RB973LN_bProduct_Navy_01_bVZFlpH.jpg;RB973LN_Talent_Navy_01_xuaDPnr.jpg;RB973LN_bProduct_Raspberry_02_yzRnmeK.jpg;RB973LN_bProduct_Raspberry_01_qHG9PDn.jpg;RB973LN_Talent_Raspberry_01_uydxcqY.jpg,normal
RB977LS,Black;Ivory;Lorikeet Green;Navy,4;6;8;10;12;14;16;18;20;22;24;26,boulevard;juliette;blouses;female;women;short sleeve;shirting and tops;mix and match;tops,Womens Juliette Short Sleeve Blouse,"{'sizes': ['4 - 26 (AUS/NZ)'], 'fabric': ['100% Polyester', 'A opulent lightweight fabric with high drape and soft hand feel of silk. Easy-care, machine washable with little to no pressing required.'], 'features': ['A lightweight fabric with high drape and soft hand feel. Easy care and durable, the Juliette blouse also features inverted back pleat tucks.']}","Sizes: 4 - 26 (AUS/NZ); Fabric: 100% Polyester,A opulent lightweight fabric with high drape and soft hand feel of silk. Easy-care, machine washable with little to no pressing required.; Features: A lightweight fabric with high drape and soft hand feel. Easy care and durable, the Juliette blouse also features inverted back pleat tucks.; ",RB977LS_bProduct_Black_02_kJC6vrw.jpg,RB977LS_bProduct_Black_02_kJC6vrw.jpg;RB977LS_bProduct_Black_01_1yvQbu3.jpg;RB977LS_bProduct_Ivory_02_VGc3kFo.jpg;RB977LS_bProduct_Ivory_01_jqVmvO6.jpg;RB977LS_Talent_Ivory_01_kVEB1x9.jpg;RB977LS_bProduct_LorikeetGreen_02_k4qQcMC.jpg;RB977LS_bProduct_LorikeetGreen_01_EBzCO0e.jpg;RB977LS_bProduct_Navy_02_Pjkd4Zt.jpg;RB977LS_bProduct_Navy_01_8f5wnu7.jpg,normal
RBL068L,Navy,4;6;8;10;12;14;16;20;22;24;26;18,blazers;arden;female;women;long sleeve;smart casuals;jackets;separates;mix and match;smart casual;banking and finance;customer service;corporate hospitality;corporate education,Womens Arden Blazer,"{'sizes': ['4 - 26 (AUS/NZ)'], 'fabric': ['Outer: 98% Cotton 2% Elastane.', 'Lining Body: 100% Cotton.', 'Lining Sleeves: 100% Polyester.'], 'features': ['The Arden jacket for women and men presents a style for every eventuality. A lightweight linen look blazer that can be dressed up or down.']}","Sizes: 4 - 26 (AUS/NZ); Fabric: Outer: 98% Cotton 2% Elastane.,Lining Body: 100% Cotton.,Lining Sleeves: 100% Polyester.; Features: The Arden jacket for women and men presents a style for every eventuality. A lightweight linen look blazer that can be dressed up or down.; ",RBL068L_bProduct_Navy_02_6OHIw8u.jpg,RBL068L_bProduct_Navy_02_6OHIw8u.jpg;RBL068L_bProduct_Navy_01_dXC7EtM.jpg;RBL068L_Talent_Navy_02_QVSrMgA.jpg;RBL068L_Talent_Navy_01_pG4KPPV.jpg,normal
RBL068M,Navy,87R;92R;97R;102R;122R;127R;112R;117R;107R,blazers;arden;male;men;long sleeve;smart casuals;jackets;separates;mix and match;smart casual;banking and finance;customer service;corporate hospitality;corporate education,Mens Arden Blazer,"{'sizes': ['87R - 127R (AUS/NZ)'], 'fabric': ['Outer: 98% Cotton 2% Elastane.', 'Lining Body: 100% Cotton.', 'Lining Sleeves: 100% Polyester.'], 'features': ['The Arden jacket for women and men presents a style for every eventuality. A lightweight linen look blazer that can be dressed up or down.']}","Sizes: 87R - 127R (AUS/NZ); Fabric: Outer: 98% Cotton 2% Elastane.,Lining Body: 100% Cotton.,Lining Sleeves: 100% Polyester.; Features: The Arden jacket for women and men presents a style for every eventuality. A lightweight linen look blazer that can be dressed up or down.; ",RBL068M_bProduct_Navy_02_qsnZlzI.jpg,RBL068M_bProduct_Navy_02_qsnZlzI.jpg;RBL068M_bProduct_Navy_01_bk7shJJ.jpg;RBL068M_Talent_Navy_01_4taNwl3.jpg;RBL068M_Talent_Navy_02_oM8kwHL.jpg,normal
RD069L,Navy;Black,4;6;8;10;12;14;16;18;20,dresses;chloe;georgette;female;women;smart casuals;separates;mix and match;smart casual;customer service;corporate hospitality;corporate education,Womens Chloe Dress,"{'sizes': ['4 - 20 (AUS/NZ)'], 'fabric': ['100% Polyester, with wicking for breathability.'], 'features': ['Both office and off-duty dress codes are covered with our chic shirt dress. With side pockets, secret bust button, detachable belt and side splits.', 'Luxurious breezy Georgette fabric with a subtle texture and soft drape. Added wicking to keep you cool and dry.']}","Sizes: 4 - 20 (AUS/NZ); Fabric: 100% Polyester, with wicking for breathability.; Features: Both office and off-duty dress codes are covered with our chic shirt dress. With side pockets, secret bust button, detachable belt and side splits.,Luxurious breezy Georgette fabric with a subtle texture and soft drape. Added wicking to keep you cool and dry.; ",RD069L_bProduct_Navy_02_JOeWAcf.jpg,RD069L_bProduct_Navy_02_JOeWAcf.jpg;RD069L_bProduct_Navy_01_hbf0jdB.jpg;RD069L_Talent_Navy_01_jeF9oBV.jpg;RD069L_Talent_Navy_02_Bsg51I9.jpg;RD069L_Talent_Navy_03_cYjOmU6.jpg;RD069L_bProduct_Black_02_zZhy9zy.jpg;RD069L_bProduct_Black_01_jTfUoJ4.jpg;RD069L_Talent_Black_01_ZgWaylv.jpg;RD069L_Talent_Black_02_MiyrMIa.jpg,normal
RD409L,Pencil Black;Navy Dusk,12;14;16;18;20;22;4;6;10;8,dresses;suiting,Womens Renew Short Sleeve Dress,"{'sizes': '4 - 22', 'fabric': ""Renew Suiting: 77% Recycled Polyester, 20% Viscose, 3% Elastane; A lightweight fabric that's engineered to be an easy-care, machine wash-and-wear fabric with minimal creasing. Made for ease and versatility for when you are on the go. A conscious product choice, with 77% made from post-consumer recycled polyester. "", 'features': ['Classic fit - designed to sit relaxed on the body', ' Short sleeve styling', ' 2 Functional pockets on side seams', ' Centre back vent for ease of movement', ' Front princess seams for shaping, better fit and movement across shoulders', ' 5cm Hem allowance for easy alterations', ' Centre back zip closure', ' Designed as a mid-length dress']}","Sizes: 4 - 22; Fabric: Renew Suiting: 77% Recycled Polyester, 20% Viscose, 3% Elastane; A lightweight fabric that's engineered to be an easy-care, machine wash-and-wear fabric with minimal creasing. Made for ease and versatility for when you are on the go. A conscious product choice, with 77% made from post-consumer recycled polyester. ; Features: Classic fit - designed to sit relaxed on the body, Short sleeve styling, 2 Functional pockets on side seams, Centre back vent for ease of movement, Front princess seams for shaping, better fit and movement across shoulders, 5cm Hem allowance for easy alterations, Centre back zip closure, Designed as a mid-length dress; ",RD409L_bProduct_PencilBlack_02.jpg,RD409L_bProduct_PencilBlack_02.jpg;RD409L_bProduct_PencilBlack_01.jpg;RD409L_Talent_PencilBlack_02_2qnVPtO.jpg;RD409L_Talent_PencilBlack_01_Mi2pQBg.jpg;RD409L_bProduct_NavyDusk_02.jpg;RD409L_bProduct_NavyDusk_01.jpg;RD409L_Talent_NavyDusk_01_qbdpan2.jpg,normal
RD974L,Marine;Black,4;6;8;10;12;14;16;18;20,dresses;siena suiting;female;women;separate suiting;mix and match;suiting;government and council;corporate office;corporate hospitality,Womens Siena Extended Short Sleeve Dress,"{'sizes': ['4 - 20 (AUS/NZ)'], 'fabric': ['79% Polyester 17% Viscose 4% Elastane.', 'A lightweight easy care fabric that is soft, and durable. Contains stretch for comfort and Viscose for breathability. Suitable for both functional and corporate roles.'], 'features': ['Designed to flatter most body shapes with a slight A-line cut. Back hidden zip opening, side pockets, and no lining for transeasonal dressing.']}","Sizes: 4 - 20 (AUS/NZ); Fabric: 79% Polyester 17% Viscose 4% Elastane.,A lightweight easy care fabric that is soft, and durable. Contains stretch for comfort and Viscose for breathability. Suitable for both functional and corporate roles.; Features: Designed to flatter most body shapes with a slight A-line cut. Back hidden zip opening, side pockets, and no lining for transeasonal dressing.; ",RD974L_bProduct_Marine_01_jeNIZLL.jpg,RD974L_bProduct_Marine_01_jeNIZLL.jpg;RD974L_bProduct_Marine_02_EIz5WpE.jpg;RD974L_Talent_Marine_01_crJTR0h.jpg;RD974L_bProduct_Black_02_fhidMFb.jpg;RD974L_bProduct_Black_01_o4e0YIt.jpg;RD974L_Talent_Black_01_St0mhz1.jpg;RD974L_Talent_Black_02_BbZO4cu.jpg,normal
